Timestep,DE00,FR00,NL00,UK00,NOM1,NON1,NOS0
55,131555.3436156944,10000.000000000002,0.0,25289.331071907833,0.0,0.0,0.0
56,139109.04361569442,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
57,141548.55760770687,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
58,149102.25760770688,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
59,156655.9576077069,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
60,164209.6576077069,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
61,171763.35760770692,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
62,179317.05760770693,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
63,186870.75760770694,10000.000000000002,0.0,24785.628702004597,0.0,0.0,0.0
64,193219.12725198563,10000.000000000002,0.0,21901.779588288144,0.0,0.0,0.0
65,198066.53911283342,10000.000000000002,0.0,18619.55736606592,0.0,0.0,0.0
66,203080.74058048497,10000.000000000002,0.0,15337.3351438437,0.0,0.0,0.0
67,206637.62502177237,10000.000000000002,0.0,12055.112921621478,0.0,0.0,0.0
68,206637.62502177237,10000.000000000002,0.0,8772.890699399255,0.0,0.0,0.0
69,206637.62502177237,10000.000000000002,0.0,5490.668477177033,0.0,0.0,0.0
70,208332.48584606746,10000.000000000002,0.0,2208.446254954811,0.0,0.0,0.0
71,214252.27250455227,10000.000000000002,0.0,0.0,0.0,0.0,0.0
72,221805.97250455228,10000.000000000002,0.0,0.0,0.0,0.0,0.0
73,229359.6725045523,10000.000000000002,0.0,0.0,0.0,0.0,0.0
74,236913.3725045523,10000.000000000002,0.0,0.0,0.0,0.0,0.0
75,244467.0725045523,10000.000000000002,0.0,0.0,0.0,0.0,0.0
76,252020.77250455233,10000.000000000002,0.0,0.0,0.0,0.0,0.0
77,259574.47250455234,10000.000000000002,0.0,2658.6,0.0,0.0,0.0
78,267128.17250455235,10000.000000000002,0.0,5317.2,0.0,0.0,0.0
79,274681.87250455236,10000.000000000002,0.0,7975.799999999999,0.0,0.0,0.0
80,282235.5725045524,10000.000000000002,0.0,10634.4,0.0,0.0,0.0
81,289789.2725045524,10000.000000000002,0.0,13293.0,0.0,0.0,0.0
82,297342.9725045524,10000.000000000002,0.0,15951.6,0.0,0.0,0.0
83,304896.6725045524,10000.000000000002,0.0,18610.2,0.0,0.0,0.0
84,312450.3725045524,10000.000000000002,0.0,20586.75812102425,0.0,0.0,0.0
85,320004.07250455243,10000.000000000002,0.0,20586.75812102425,0.0,0.0,0.0
86,327557.77250455244,10000.000000000002,0.0,20586.75812102425,0.0,0.0,0.0
87,335111.47250455245,10000.000000000002,0.0,20586.75812102425,0.0,0.0,0.0
88,342665.17250455247,10000.000000000002,0.0,20586.75812102425,0.0,0.0,0.0
89,345055.53525791876,10000.000000000002,0.0,20586.75812102425,0.0,0.0,0.0
90,347234.4577078091,10000.000000000002,0.0,20586.75812102425,0.0,0.0,0.0
91,352771.6112647506,10000.000000000002,0.0,20586.75812102425,0.0,0.0,0.0
92,352771.6112647506,10000.000000000002,0.0,20586.75812102425,0.0,0.0,0.0
93,352771.6112647506,10000.000000000002,0.0,20586.75812102425,0.0,0.0,0.0
94,353985.5891535794,10000.000000000002,0.0,20586.75812102425,0.0,0.0,0.0
95,361539.2891535794,10000.000000000002,0.0,20586.75812102425,0.0,0.0,0.0
96,369092.9891535794,10000.000000000002,0.0,20586.75812102425,0.0,0.0,0.0
97,376646.6891535794,10000.000000000002,0.0,20586.75812102425,0.0,0.0,0.0
98,384200.3891535794,10000.000000000002,0.0,20586.75812102425,0.0,0.0,0.0
99,391754.08915357944,10000.000000000002,0.0,22640.930951648494,0.0,0.0,0.0
100,399307.78915357945,10000.000000000002,0.0,22804.90755784839,0.0,0.0,0.0
101,406861.48915357946,10000.000000000002,0.0,23324.272275041458,0.0,0.0,0.0
102,414415.1891535795,10000.000000000002,0.0,24781.083807520277,0.0,0.0,0.0
103,421968.8891535795,10000.000000000002,0.0,26058.29401103025,0.0,0.0,0.0
104,429522.5891535795,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
105,437076.2891535795,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
106,444629.9891535795,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
107,452183.68915357953,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
108,459676.5204174726,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
109,465335.69469206716,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
110,467317.2969590802,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
111,467483.3903231759,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
112,467483.3903231759,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
113,467483.3903231759,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
114,467483.3903231759,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
115,467198.1859150614,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
116,461379.10516877595,10000.000000000002,0.0,23097.77777777778,0.0,0.0,0.0
117,455594.851938686,10000.000000000002,0.0,19815.55555555556,0.0,0.0,0.0
118,455594.851938686,10000.000000000002,0.0,16533.333333333336,0.0,0.0,0.0
119,458005.83811056084,10000.000000000002,0.0,13251.111111111113,0.0,0.0,0.0
120,464794.13212932984,10000.000000000002,0.0,11855.48593181132,0.0,0.0,0.0
121,472347.83212932985,10000.000000000002,0.0,11855.48593181132,0.0,0.0,0.0
122,479901.53212932986,10000.000000000002,0.0,14468.47123739954,0.0,0.0,0.0
123,487455.2321293299,10000.000000000002,0.0,14468.47123739954,0.0,0.0,0.0
124,495008.9321293299,10000.000000000002,0.0,17127.07123739954,0.0,0.0,0.0
125,502562.6321293299,10000.000000000002,0.0,19785.67123739954,0.0,0.0,0.0
126,510116.3321293299,10000.000000000002,0.0,22444.27123739954,0.0,0.0,0.0
127,517670.0321293299,10000.000000000002,0.0,22444.27123739954,0.0,0.0,0.0
128,525223.7321293299,10000.000000000002,0.0,25102.871237399537,0.0,0.0,0.0
129,532777.4321293299,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
130,540331.1321293298,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
131,547884.8321293298,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
132,555438.5321293297,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
133,562992.2321293297,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
134,569607.9312852845,10000.000000000002,0.0,26302.92278904018,0.0,0.0,0.0
135,569607.9312852845,10000.000000000002,0.0,25330.340304001158,0.0,0.0,0.0
136,563381.2864222941,10000.000000000002,0.0,23157.650719945275,0.0,0.0,0.0
137,554055.7308667386,10000.000000000002,0.0,19875.428497723053,0.0,0.0,0.0
138,544730.1753111831,10000.000000000002,0.0,16593.20627550083,0.0,0.0,0.0
139,535404.6197556276,10000.000000000002,0.0,13310.98405327861,0.0,0.0,0.0
140,526079.0642000721,10000.000000000002,0.0,10028.761831056387,0.0,0.0,0.0
141,516753.5086445165,10000.000000000002,0.0,6746.539608834164,0.0,0.0,0.0
142,507427.95308896096,10000.000000000002,0.0,3464.3173866119414,0.0,0.0,0.0
143,498102.3975334054,10000.000000000002,0.0,182.09516438971934,0.0,0.0,0.0
144,488776.84197784984,10000.000000000002,0.0,0.0,0.0,0.0,0.0
145,485471.71096365777,10000.000000000002,0.0,0.0,0.0,0.0,0.0
146,485471.71096365777,10000.000000000002,0.0,0.0,0.0,0.0,0.0
147,486448.82039571187,10000.000000000002,0.0,0.0,0.0,0.0,0.0
148,491143.25798629795,10000.000000000002,0.0,1405.3444753393283,0.0,0.0,0.0
149,498696.95798629796,10000.000000000002,0.0,4063.944475339328,0.0,0.0,0.0
150,506250.65798629797,10000.000000000002,0.0,6722.544475339328,0.0,0.0,0.0
151,513804.357986298,10000.000000000002,0.0,9381.144475339328,0.0,0.0,0.0
152,521358.057986298,10000.000000000002,0.0,12039.744475339328,0.0,0.0,0.0
153,528911.757986298,10000.000000000002,0.0,14698.344475339329,0.0,0.0,0.0
154,536465.4579862979,10000.000000000002,0.0,17356.94447533933,0.0,0.0,0.0
155,544019.1579862979,10000.000000000002,0.0,20015.544475339328,0.0,0.0,0.0
156,551572.8579862978,10000.000000000002,0.0,22671.55655154257,0.0,0.0,0.0
157,559126.5579862978,10000.000000000002,0.0,24186.530391063905,0.0,0.0,0.0
158,566680.2579862977,10000.000000000002,0.0,24790.97315934545,0.0,0.0,0.0
159,574233.9579862977,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
160,581787.6579862976,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
161,589341.3579862976,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0
