,Node/Line,Generator_ID,Parameter,Category,Case,Scenario,Year,Climate Year,Value,Simulation_ID,Node 1,Path,Simulation_type,Sector,Node1,Node2
1781,PL00-SE04,,Flow Back,Interconnection,Reference Grid,Distributed Energy,2040,1982,3042.23450331,DE2040-1982 Update,,,IoSN Lite,Electricity,PL00,SE04
1784,RO00-RS00,,Flow Back,Interconnection,Reference Grid,Distributed Energy,2040,1982,2431.55433985,DE2040-1982 Update,,,IoSN Lite,Electricity,RO00,RS00
1785,RO00-UA01,,Flow Back,Interconnection,Reference Grid,Distributed Energy,2040,1982,47.10007408,DE2040-1982 Update,,,IoSN Lite,Electricity,RO00,UA01
1786,SE01-SE02,,Flow Back,Interconnection,Reference Grid,Distributed Energy,2040,1982,3108.16442598,DE2040-1982 Update,,,IoSN Lite,Electricity,SE01,SE02
1787,SE02-SE03,,Flow Back,Interconnection,Reference Grid,Distributed Energy,2040,1982,423.25587874,DE2040-1982 Update,,,IoSN Lite,Electricity,SE02,SE03
1788,SE03-SE04,,Flow Back,Interconnection,Reference Grid,Distributed Energy,2040,1982,9342.68102998,DE2040-1982 Update,,,IoSN Lite,Electricity,SE03,SE04
1789,SK00-UA01,,Flow Back,Interconnection,Reference Grid,Distributed Energy,2040,1982,13.17067767,DE2040-1982 Update,,,IoSN Lite,Electricity,SK00,UA01
1790,UK00-UKNI,,Flow Back,Interconnection,Reference Grid,Distributed Energy,2040,1982,1886.06853291,DE2040-1982 Update,,,IoSN Lite,Electricity,UK00,UKNI
1792,AL00-GR00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,692.449455,DE2040-1982 Update,,,IoSN Lite,Electricity,AL00,GR00
1793,AL00-ME00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,AL00,ME00
1794,AL00-MK00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,AL00,MK00
1795,AL00-RS00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,AL00,RS00
1796,AT00-CH00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,91.7377,DE2040-1982 Update,,,IoSN Lite,Electricity,AT00,CH00
1797,AT00-DE00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,4000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,AT00,DE00
1798,AT00-HU00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,AT00,HU00
1799,AT00-ITN1,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,638.0,DE2040-1982 Update,,,IoSN Lite,Electricity,AT00,ITN1
1800,AT00-SI00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1721.94545,DE2040-1982 Update,,,IoSN Lite,Electricity,AT00,SI00
1801,BA00-HR00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BA00,HR00
1802,BA00-ME00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BA00,ME00
1803,BA00-RS00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,133.49383,DE2040-1982 Update,,,IoSN Lite,Electricity,BA00,RS00
1804,BE00-DE00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BE00,DE00
1805,BE00-FR00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,2000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BE00,FR00
1806,BE00-LUG1,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BE00,LUG1
1807,BE00-NL00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,4000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BE00,NL00
1808,BE00-UK00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,2726.0106,DE2040-1982 Update,,,IoSN Lite,Electricity,BE00,UK00
1809,BG00-GR00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1001.31385,DE2040-1982 Update,,,IoSN Lite,Electricity,BG00,GR00
1810,BG00-MK00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,819.26565,DE2040-1982 Update,,,IoSN Lite,Electricity,BG00,MK00
1811,BG00-RO00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BG00,RO00
1812,BG00-RS00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BG00,RS00
1813,BG00-TR00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,2000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BG00,TR00
1814,CH00-DE00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,4000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,CH00,DE00
1815,CH00-FR00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,2000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,CH00,FR00
1816,CH00-ITN1,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,3080.1874,DE2040-1982 Update,,,IoSN Lite,Electricity,CH00,ITN1
1817,CY00-GR00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,478.4825,DE2040-1982 Update,,,IoSN Lite,Electricity,CY00,GR00
1818,CZ00-SK00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,625.0,DE2040-1982 Update,,,IoSN Lite,Electricity,CZ00,SK00
1819,DE00-DKE1,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DE00,DKE1
1820,DE00-FR00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,6000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DE00,FR00
1821,DE00-NL00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DE00,NL00
1822,DE00-SE04,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,814.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DE00,SE04
1823,DKE1-DKW1,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,297.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DKE1,DKW1
1824,DKE1-PL00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,425.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DKE1,PL00
1825,DKE1-SE04,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1334.06477,DE2040-1982 Update,,,IoSN Lite,Electricity,DKE1,SE04
1826,DKW1-NOS0,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,2000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DKW1,NOS0
1827,DKW1-SE03,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,311.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DKW1,SE03
1828,EE00-FI00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,EE00,FI00
1829,EE00-LV00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1175.0,DE2040-1982 Update,,,IoSN Lite,Electricity,EE00,LV00
1830,ES00-FR00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,6000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,ES00,FR00
1831,ES00-PT00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,ES00,PT00
1832,FI00-NON1,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,FI00,NON1
1833,FI00-SE01,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,2000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,FI00,SE01
1834,FI00-SE03,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,512.0,DE2040-1982 Update,,,IoSN Lite,Electricity,FI00,SE03
1835,FR00-IE00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,2000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,FR00,IE00
1836,FR00-ITN1,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1873.0,DE2040-1982 Update,,,IoSN Lite,Electricity,FR00,ITN1
1837,FR00-UK00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,6000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,FR00,UK00
1838,GR00-GR03,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,GR00,GR03
1839,GR00-MK00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,546.22134,DE2040-1982 Update,,,IoSN Lite,Electricity,GR00,MK00
1840,GR00-TR00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,2000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,GR00,TR00
1841,HR00-RS00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,HR00,RS00
1842,HR00-SI00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,HR00,SI00
1843,HU00-RO00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,HU00,RO00
1844,HU00-RS00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,HU00,RS00
1845,HU00-SK00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,HU00,SK00
1846,IE00-UK00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,13.36679,DE2040-1982 Update,,,IoSN Lite,Electricity,IE00,UK00
1847,ITCN-ITCS,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,181.10396,DE2040-1982 Update,,,IoSN Lite,Electricity,ITCN,ITCS
1848,ITCS-ME00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,600.0,DE2040-1982 Update,,,IoSN Lite,Electricity,ITCS,ME00
1849,ITN1-SI00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,ITN1,SI00
1850,ITSI-MT00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,43.7632,DE2040-1982 Update,,,IoSN Lite,Electricity,ITSI,MT00
1851,LT00-LV00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1128.85725,DE2040-1982 Update,,,IoSN Lite,Electricity,LT00,LV00
1852,LT00-PL00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,482.0,DE2040-1982 Update,,,IoSN Lite,Electricity,LT00,PL00
1853,ME00-RS00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,37.0,DE2040-1982 Update,,,IoSN Lite,Electricity,ME00,RS00
1854,MK00-RS00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,MK00,RS00
1855,NL00-UK00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,509.66511,DE2040-1982 Update,,,IoSN Lite,Electricity,NL00,UK00
1856,NOM1-SE02,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,647.0,DE2040-1982 Update,,,IoSN Lite,Electricity,NOM1,SE02
1857,NON1-SE02,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1312.70901,DE2040-1982 Update,,,IoSN Lite,Electricity,NON1,SE02
1858,NOS0-SE03,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,NOS0,SE03
1859,NOS0-UK00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,2814.29076,DE2040-1982 Update,,,IoSN Lite,Electricity,NOS0,UK00
1860,PL00-SE04,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,918.0,DE2040-1982 Update,,,IoSN Lite,Electricity,PL00,SE04
1862,RO00-RS00,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,RO00,RS00
1863,SE02-SE03,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,SE02,SE03
1865,UK00-UKNI,,Export Capacity,Interconnection,Expanded Grid,Distributed Energy,2040,1982,667.294515,DE2040-1982 Update,,,IoSN Lite,Electricity,UK00,UKNI
1866,AL00-GR00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,250.0,DE2040-1982 Update,,,IoSN Lite,Electricity,AL00,GR00
1867,AL00-ME00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,350.0,DE2040-1982 Update,,,IoSN Lite,Electricity,AL00,ME00
1868,AL00-MK00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,AL00,MK00
1869,AL00-RS00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,650.0,DE2040-1982 Update,,,IoSN Lite,Electricity,AL00,RS00
1870,AT00-CH00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1200.0,DE2040-1982 Update,,,IoSN Lite,Electricity,AT00,CH00
1871,AT00-CZ00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,900.0,DE2040-1982 Update,,,IoSN Lite,Electricity,AT00,CZ00
1872,AT00-DE00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,5400.0,DE2040-1982 Update,,,IoSN Lite,Electricity,AT00,DE00
1873,AT00-HU00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,800.0,DE2040-1982 Update,,,IoSN Lite,Electricity,AT00,HU00
1874,AT00-ITN1,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,680.0,DE2040-1982 Update,,,IoSN Lite,Electricity,AT00,ITN1
1875,AT00-SI00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,950.0,DE2040-1982 Update,,,IoSN Lite,Electricity,AT00,SI00
1876,BA00-HR00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,750.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BA00,HR00
1877,BA00-ME00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,800.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BA00,ME00
1878,BA00-RS00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,600.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BA00,RS00
1879,BE00-DE00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BE00,DE00
1880,BE00-FR00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,2800.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BE00,FR00
1881,BE00-LUB1,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,380.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BE00,LUB1
1882,BE00-LUG1,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,300.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BE00,LUG1
1883,BE00-NL00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,2400.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BE00,NL00
1884,BE00-UK00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BE00,UK00
1885,BG00-GR00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1350.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BG00,GR00
1886,BG00-MK00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BG00,MK00
1887,BG00-RO00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1200.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BG00,RO00
1888,BG00-RS00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,400.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BG00,RS00
1889,BG00-TR00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,900.0,DE2040-1982 Update,,,IoSN Lite,Electricity,BG00,TR00
1890,CH00-DE00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,4600.0,DE2040-1982 Update,,,IoSN Lite,Electricity,CH00,DE00
1891,CH00-FR00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1300.0,DE2040-1982 Update,,,IoSN Lite,Electricity,CH00,FR00
1892,CH00-ITN1,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,3750.0,DE2040-1982 Update,,,IoSN Lite,Electricity,CH00,ITN1
1893,CZ00-DE00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,2100.0,DE2040-1982 Update,,,IoSN Lite,Electricity,CZ00,DE00
1895,CZ00-SK00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1800.0,DE2040-1982 Update,,,IoSN Lite,Electricity,CZ00,SK00
1896,DE00-DEKF,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,400.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DE00,DEKF
1897,DE00-DKE1,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,600.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DE00,DKE1
1898,DE00-DKW1,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,3500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DE00,DKW1
1899,DE00-FR00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,3000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DE00,FR00
1900,DE00-LUG1,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DE00,LUG1
1901,DE00-LUV1,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1300.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DE00,LUV1
1902,DE00-NL00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,5000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DE00,NL00
1903,DE00-NOS0,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1400.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DE00,NOS0
1905,DE00-SE04,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,615.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DE00,SE04
1906,DE00-UK00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1400.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DE00,UK00
1907,DEKF-DKKF,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,400.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DEKF,DKKF
1908,DKE1-DKKF,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,400.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DKE1,DKKF
1909,DKE1-DKW1,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,600.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DKE1,DKW1
1910,DKE1-SE04,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1700.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DKE1,SE04
1911,DKW1-NL00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,700.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DKW1,NL00
1912,DKW1-NOS0,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1640.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DKW1,NOS0
1913,DKW1-SE03,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,740.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DKW1,SE03
1914,DKW1-UK00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1400.0,DE2040-1982 Update,,,IoSN Lite,Electricity,DKW1,UK00
1915,EE00-FI00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1016.0,DE2040-1982 Update,,,IoSN Lite,Electricity,EE00,FI00
1916,EE00-LV00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1100.0,DE2040-1982 Update,,,IoSN Lite,Electricity,EE00,LV00
1917,ES00-FR00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,5000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,ES00,FR00
1918,ES00-PT00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,4200.0,DE2040-1982 Update,,,IoSN Lite,Electricity,ES00,PT00
1919,FI00-SE01,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,2000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,FI00,SE01
1920,FI00-SE03,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1200.0,DE2040-1982 Update,,,IoSN Lite,Electricity,FI00,SE03
1921,FR00-ITN1,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,4100.0,DE2040-1982 Update,,,IoSN Lite,Electricity,FR00,ITN1
1922,FR00-LUF1,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,380.0,DE2040-1982 Update,,,IoSN Lite,Electricity,FR00,LUF1
1923,FR00-UK00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,4000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,FR00,UK00
1925,GR00-GR03,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,800.0,DE2040-1982 Update,,,IoSN Lite,Electricity,GR00,GR03
1926,GR00-ITS1,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,GR00,ITS1
1927,GR00-MK00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1100.0,DE2040-1982 Update,,,IoSN Lite,Electricity,GR00,MK00
1928,GR00-TR00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,660.0,DE2040-1982 Update,,,IoSN Lite,Electricity,GR00,TR00
1929,HR00-HU00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1700.0,DE2040-1982 Update,,,IoSN Lite,Electricity,HR00,HU00
1930,HR00-RS00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,HR00,RS00
1931,HR00-SI00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,2000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,HR00,SI00
1932,HU00-RO00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,HU00,RO00
1933,HU00-RS00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,600.0,DE2040-1982 Update,,,IoSN Lite,Electricity,HU00,RS00
1934,HU00-SI00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1200.0,DE2040-1982 Update,,,IoSN Lite,Electricity,HU00,SI00
1935,HU00-SK00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1800.0,DE2040-1982 Update,,,IoSN Lite,Electricity,HU00,SK00
1936,HU00-UA01,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,450.0,DE2040-1982 Update,,,IoSN Lite,Electricity,HU00,UA01
1937,IE00-UK00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,500.0,DE2040-1982 Update,,,IoSN Lite,Electricity,IE00,UK00
1938,IE00-UKNI,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1250.0,DE2040-1982 Update,,,IoSN Lite,Electricity,IE00,UKNI
1940,ITCN-ITCS,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1400.0,DE2040-1982 Update,,,IoSN Lite,Electricity,ITCN,ITCS
1941,ITCN-ITN1,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,2000.0,DE2040-1982 Update,,,IoSN Lite,Electricity,ITCN,ITN1
1943,ITCS-ITS1,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,9999.0,DE2040-1982 Update,,,IoSN Lite,Electricity,ITCS,ITS1
1944,ITCS-ITSA,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,720.0,DE2040-1982 Update,,,IoSN Lite,Electricity,ITCS,ITSA
1945,ITCS-ME00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,600.0,DE2040-1982 Update,,,IoSN Lite,Electricity,ITCS,ME00
1946,ITN1-SI00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,650.0,DE2040-1982 Update,,,IoSN Lite,Electricity,ITN1,SI00
1947,ITS1-ITSI,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,1100.0,DE2040-1982 Update,,,IoSN Lite,Electricity,ITS1,ITSI
1948,ITSI-MT00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,200.0,DE2040-1982 Update,,,IoSN Lite,Electricity,ITSI,MT00
1949,LT00-LV00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,950.0,DE2040-1982 Update,,,IoSN Lite,Electricity,LT00,LV00
1950,LT00-PL00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,700.0,DE2040-1982 Update,,,IoSN Lite,Electricity,LT00,PL00
1951,LT00-SE04,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,700.0,DE2040-1982 Update,,,IoSN Lite,Electricity,LT00,SE04
1952,ME00-RS00,,Export Capacity,Interconnection,Reference Grid,Distributed Energy,2040,1982,600.0,DE2040-1982 Update,,,IoSN Lite,Electricity,ME00,RS00
