,Node/Line,Generator_ID,Parameter,Category,Case,Scenario,Year,Climate Year,Value,Simulation_ID,Node 1,Path,Simulation_type,Sector,Node1,Node2
0,AL00-GR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,3120.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AL00,GR00
1,AL00-ME00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1704.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AL00,ME00
2,AL00-MK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,998.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AL00,MK00
3,AL00-RS00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,161.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AL00,RS00
4,AT00-CH00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,184.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AT00,CH00
5,AT00-DE00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,9870.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AT00,DE00
6,AT00-HU00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,3259.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AT00,HU00
7,AT00-ITN1,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,3913.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AT00,ITN1
8,AT00-SI00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,5008.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AT00,SI00
9,BA00-HR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2298.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BA00,HR00
10,BA00-ME00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,948.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BA00,ME00
11,BA00-RS00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,95.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BA00,RS00
12,BE00-DE00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3320.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BE00,DE00
13,BE00-FR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2359.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BE00,FR00
14,BE00-LUG1,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,5110.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BE00,LUG1
15,BE00-NL00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,11157.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BE00,NL00
16,BE00-UK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,3287.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BE00,UK00
17,BG00-GR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,4549.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BG00,GR00
18,BG00-MK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1349.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BG00,MK00
19,BG00-RO00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1805.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BG00,RO00
20,BG00-RS00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,523.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BG00,RS00
21,BG00-TR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,17472.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BG00,TR00
22,CH00-DE00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,9797.0,DE2040-2007 Update,,,IoSN Lite,Electricity,CH00,DE00
23,CH00-FR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,596.0,DE2040-2007 Update,,,IoSN Lite,Electricity,CH00,FR00
24,CH00-ITN1,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,19480.0,DE2040-2007 Update,,,IoSN Lite,Electricity,CH00,ITN1
25,CY00-GR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,651.0,DE2040-2007 Update,,,IoSN Lite,Electricity,CY00,GR00
26,CZ00-SK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2735.0,DE2040-2007 Update,,,IoSN Lite,Electricity,CZ00,SK00
27,DE00-DKE1,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1142.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DE00,DKE1
28,DE00-FR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,7465.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DE00,FR00
29,DE00-NL00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1379.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DE00,NL00
30,DE00-SE04,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1219.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DE00,SE04
31,DKE1-DKW1,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,473.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DKE1,DKW1
32,DKE1-PL00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2047.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DKE1,PL00
33,DKE1-SE04,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,725.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DKE1,SE04
34,DKW1-NOS0,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,4390.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DKW1,NOS0
35,DKW1-SE03,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,809.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DKW1,SE03
36,EE00-FI00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2449.0,DE2040-2007 Update,,,IoSN Lite,Electricity,EE00,FI00
37,EE00-LV00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,3273.0,DE2040-2007 Update,,,IoSN Lite,Electricity,EE00,LV00
38,ES00-FR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,21307.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ES00,FR00
39,ES00-PT00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,488.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ES00,PT00
40,FI00-NON1,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,208.0,DE2040-2007 Update,,,IoSN Lite,Electricity,FI00,NON1
41,FI00-SE01,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,159.0,DE2040-2007 Update,,,IoSN Lite,Electricity,FI00,SE01
42,FI00-SE03,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1354.0,DE2040-2007 Update,,,IoSN Lite,Electricity,FI00,SE03
43,FR00-IE00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,5631.0,DE2040-2007 Update,,,IoSN Lite,Electricity,FR00,IE00
44,FR00-ITN1,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,15114.0,DE2040-2007 Update,,,IoSN Lite,Electricity,FR00,ITN1
45,FR00-UK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,16340.0,DE2040-2007 Update,,,IoSN Lite,Electricity,FR00,UK00
46,GR00-GR03,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,247.0,DE2040-2007 Update,,,IoSN Lite,Electricity,GR00,GR03
47,GR00-MK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,626.0,DE2040-2007 Update,,,IoSN Lite,Electricity,GR00,MK00
48,GR00-TR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,17472.0,DE2040-2007 Update,,,IoSN Lite,Electricity,GR00,TR00
49,HR00-RS00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,689.0,DE2040-2007 Update,,,IoSN Lite,Electricity,HR00,RS00
50,HR00-SI00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1548.0,DE2040-2007 Update,,,IoSN Lite,Electricity,HR00,SI00
51,HU00-RO00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2329.0,DE2040-2007 Update,,,IoSN Lite,Electricity,HU00,RO00
52,HU00-RS00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,822.0,DE2040-2007 Update,,,IoSN Lite,Electricity,HU00,RS00
53,HU00-SK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2192.0,DE2040-2007 Update,,,IoSN Lite,Electricity,HU00,SK00
54,IE00-UK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,45.0,DE2040-2007 Update,,,IoSN Lite,Electricity,IE00,UK00
55,ITCN-ITCS,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,254.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ITCN,ITCS
56,ITCS-ME00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,679.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ITCS,ME00
57,ITN1-SI00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,558.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ITN1,SI00
58,ITSI-MT00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,219.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ITSI,MT00
59,LT00-LV00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2162.0,DE2040-2007 Update,,,IoSN Lite,Electricity,LT00,LV00
60,LT00-PL00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1844.0,DE2040-2007 Update,,,IoSN Lite,Electricity,LT00,PL00
61,ME00-RS00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,24.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ME00,RS00
62,MK00-RS00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,319.0,DE2040-2007 Update,,,IoSN Lite,Electricity,MK00,RS00
63,NL00-UK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,872.0,DE2040-2007 Update,,,IoSN Lite,Electricity,NL00,UK00
64,NOM1-SE02,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1231.0,DE2040-2007 Update,,,IoSN Lite,Electricity,NOM1,SE02
65,NON1-SE02,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,7004.0,DE2040-2007 Update,,,IoSN Lite,Electricity,NON1,SE02
66,NOS0-SE03,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,3456.0,DE2040-2007 Update,,,IoSN Lite,Electricity,NOS0,SE03
67,NOS0-UK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,12147.0,DE2040-2007 Update,,,IoSN Lite,Electricity,NOS0,UK00
68,PL00-SE04,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,613.0,DE2040-2007 Update,,,IoSN Lite,Electricity,PL00,SE04
70,RO00-RS00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,453.0,DE2040-2007 Update,,,IoSN Lite,Electricity,RO00,RS00
71,SE02-SE03,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,6965.0,DE2040-2007 Update,,,IoSN Lite,Electricity,SE02,SE03
73,UK00-UKNI,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1025.0,DE2040-2007 Update,,,IoSN Lite,Electricity,UK00,UKNI
74,AL00-GR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1118.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AL00,GR00
75,AL00-ME00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,644.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AL00,ME00
76,AL00-MK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,968.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AL00,MK00
77,AL00-RS00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,191.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AL00,RS00
78,AT00-CH00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2316.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AT00,CH00
79,AT00-CZ00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1359.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AT00,CZ00
80,AT00-DE00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,12379.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AT00,DE00
81,AT00-HU00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2590.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AT00,HU00
82,AT00-ITN1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,4141.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AT00,ITN1
83,AT00-SI00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2759.0,DE2040-2007 Update,,,IoSN Lite,Electricity,AT00,SI00
84,BA00-HR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1713.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BA00,HR00
85,BA00-ME00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1371.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BA00,ME00
86,BA00-RS00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,401.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BA00,RS00
87,BE00-DE00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3213.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BE00,DE00
88,BE00-FR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3010.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BE00,FR00
89,BE00-LUB1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,563.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BE00,LUB1
90,BE00-LUG1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1439.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BE00,LUG1
91,BE00-NL00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,5927.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BE00,NL00
92,BE00-UK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1152.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BE00,UK00
93,BG00-GR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,5926.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BG00,GR00
94,BG00-MK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,822.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BG00,MK00
95,BG00-RO00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2013.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BG00,RO00
96,BG00-RS00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,403.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BG00,RS00
97,BG00-TR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,7862.0,DE2040-2007 Update,,,IoSN Lite,Electricity,BG00,TR00
98,CH00-DE00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,10462.0,DE2040-2007 Update,,,IoSN Lite,Electricity,CH00,DE00
99,CH00-FR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,373.0,DE2040-2007 Update,,,IoSN Lite,Electricity,CH00,FR00
100,CH00-ITN1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,22805.0,DE2040-2007 Update,,,IoSN Lite,Electricity,CH00,ITN1
101,CZ00-DE00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,6638.0,DE2040-2007 Update,,,IoSN Lite,Electricity,CZ00,DE00
103,CZ00-SK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,7557.0,DE2040-2007 Update,,,IoSN Lite,Electricity,CZ00,SK00
104,DE00-DEKF,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,107.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DE00,DEKF
105,DE00-DKE1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,684.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DE00,DKE1
106,DE00-DKW1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1302.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DE00,DKW1
107,DE00-FR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3546.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DE00,FR00
108,DE00-LUG1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2698.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DE00,LUG1
109,DE00-LUV1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1705.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DE00,LUV1
110,DE00-NL00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,5846.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DE00,NL00
111,DE00-NOS0,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2379.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DE00,NOS0
113,DE00-SE04,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,910.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DE00,SE04
114,DE00-UK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1800.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DE00,UK00
115,DEKF-DKKF,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,370.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DEKF,DKKF
116,DKE1-DKKF,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,80.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DKE1,DKKF
117,DKE1-DKW1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,924.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DKE1,DKW1
118,DKE1-SE04,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,806.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DKE1,SE04
119,DKW1-NL00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3012.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DKW1,NL00
120,DKW1-NOS0,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3582.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DKW1,NOS0
121,DKW1-SE03,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1894.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DKW1,SE03
122,DKW1-UK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,4464.0,DE2040-2007 Update,,,IoSN Lite,Electricity,DKW1,UK00
123,EE00-FI00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2272.0,DE2040-2007 Update,,,IoSN Lite,Electricity,EE00,FI00
124,EE00-LV00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2760.0,DE2040-2007 Update,,,IoSN Lite,Electricity,EE00,LV00
125,ES00-FR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,17154.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ES00,FR00
126,ES00-PT00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1081.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ES00,PT00
127,FI00-SE01,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,189.0,DE2040-2007 Update,,,IoSN Lite,Electricity,FI00,SE01
128,FI00-SE03,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3007.0,DE2040-2007 Update,,,IoSN Lite,Electricity,FI00,SE03
129,FR00-ITN1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,32903.0,DE2040-2007 Update,,,IoSN Lite,Electricity,FR00,ITN1
130,FR00-LUF1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,950.0,DE2040-2007 Update,,,IoSN Lite,Electricity,FR00,LUF1
131,FR00-UK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,10158.0,DE2040-2007 Update,,,IoSN Lite,Electricity,FR00,UK00
133,GR00-GR03,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,286.0,DE2040-2007 Update,,,IoSN Lite,Electricity,GR00,GR03
134,GR00-ITS1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1812.0,DE2040-2007 Update,,,IoSN Lite,Electricity,GR00,ITS1
135,GR00-MK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1097.0,DE2040-2007 Update,,,IoSN Lite,Electricity,GR00,MK00
136,GR00-TR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,5765.0,DE2040-2007 Update,,,IoSN Lite,Electricity,GR00,TR00
137,HR00-HU00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,4535.0,DE2040-2007 Update,,,IoSN Lite,Electricity,HR00,HU00
138,HR00-RS00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,686.0,DE2040-2007 Update,,,IoSN Lite,Electricity,HR00,RS00
139,HR00-SI00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,5835.0,DE2040-2007 Update,,,IoSN Lite,Electricity,HR00,SI00
140,HU00-RO00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2221.0,DE2040-2007 Update,,,IoSN Lite,Electricity,HU00,RO00
141,HU00-RS00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,959.0,DE2040-2007 Update,,,IoSN Lite,Electricity,HU00,RS00
142,HU00-SI00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1266.0,DE2040-2007 Update,,,IoSN Lite,Electricity,HU00,SI00
143,HU00-SK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3390.0,DE2040-2007 Update,,,IoSN Lite,Electricity,HU00,SK00
144,HU00-UA01,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3376.0,DE2040-2007 Update,,,IoSN Lite,Electricity,HU00,UA01
145,IE00-UK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1656.0,DE2040-2007 Update,,,IoSN Lite,Electricity,IE00,UK00
146,IE00-UKNI,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1408.0,DE2040-2007 Update,,,IoSN Lite,Electricity,IE00,UKNI
148,ITCN-ITCS,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1829.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ITCN,ITCS
149,ITCN-ITN1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3940.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ITCN,ITN1
151,ITCS-ITS1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,46.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ITCS,ITS1
152,ITCS-ITSA,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2419.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ITCS,ITSA
153,ITCS-ME00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,660.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ITCS,ME00
154,ITN1-SI00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,359.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ITN1,SI00
155,ITS1-ITSI,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3849.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ITS1,ITSI
156,ITSI-MT00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,993.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ITSI,MT00
157,LT00-LV00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1660.0,DE2040-2007 Update,,,IoSN Lite,Electricity,LT00,LV00
158,LT00-PL00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2608.0,DE2040-2007 Update,,,IoSN Lite,Electricity,LT00,PL00
159,LT00-SE04,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1017.0,DE2040-2007 Update,,,IoSN Lite,Electricity,LT00,SE04
160,ME00-RS00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,370.0,DE2040-2007 Update,,,IoSN Lite,Electricity,ME00,RS00
161,MK00-RS00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,248.0,DE2040-2007 Update,,,IoSN Lite,Electricity,MK00,RS00
162,NL00-NOS0,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1491.0,DE2040-2007 Update,,,IoSN Lite,Electricity,NL00,NOS0
163,NL00-UK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1702.0,DE2040-2007 Update,,,IoSN Lite,Electricity,NL00,UK00
164,NOM1-NON1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,157.0,DE2040-2007 Update,,,IoSN Lite,Electricity,NOM1,NON1
165,NOM1-NOS0,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,9238.0,DE2040-2007 Update,,,IoSN Lite,Electricity,NOM1,NOS0
166,NOM1-SE02,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1175.0,DE2040-2007 Update,,,IoSN Lite,Electricity,NOM1,SE02
167,NON1-SE01,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1841.0,DE2040-2007 Update,,,IoSN Lite,Electricity,NON1,SE01
168,NON1-SE02,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1347.0,DE2040-2007 Update,,,IoSN Lite,Electricity,NON1,SE02
169,NOS0-SE03,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,7310.0,DE2040-2007 Update,,,IoSN Lite,Electricity,NOS0,SE03
170,NOS0-UK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,11904.0,DE2040-2007 Update,,,IoSN Lite,Electricity,NOS0,UK00
171,PL00-SE04,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,408.0,DE2040-2007 Update,,,IoSN Lite,Electricity,PL00,SE04
174,RO00-RS00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,834.0,DE2040-2007 Update,,,IoSN Lite,Electricity,RO00,RS00
175,RO00-UA01,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,463.0,DE2040-2007 Update,,,IoSN Lite,Electricity,RO00,UA01
176,SE01-SE02,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,7174.0,DE2040-2007 Update,,,IoSN Lite,Electricity,SE01,SE02
177,SE02-SE03,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,52504.0,DE2040-2007 Update,,,IoSN Lite,Electricity,SE02,SE03
