,Node,Generator_ID,Parameter,Category,Case,Scenario,Year,Climate Year,Value,Simulation_ID,Node 1,Path,Simulation_type,Sector,Note,Super_type
0,BA00,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,30.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
1,BE00,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,1800.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
2,DE00,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,5888.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
3,EE00,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,135.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
4,ES00,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,6000.0,DE2040 Update,,,IoSN Lite,Electricity,Generation in Spain excludes Balearic islands,DSR
5,FI00,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,8550.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
6,FR00,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,3400.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
7,HR00,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,1.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
8,IE00,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,1900.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
9,ITCN,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,253.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
10,ITCS,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,166.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
11,ITN1,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,1644.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
12,ITS1,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,206.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
13,ITSA,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,9.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
14,ITSI,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,26.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
15,LT00,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,40.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
16,LUG1,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,8.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
17,LV00,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,36.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
18,NL00,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,700.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
19,NOM1,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,1424.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
20,NON1,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,1296.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
21,NOS0,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,3584.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
22,SE01,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,214.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
23,SE02,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,323.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
24,SE03,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,936.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
25,SE04,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,264.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
26,SI00,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,40.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
27,UK00,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,3645.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
28,UKNI,DSR,Capacity,Electricity Market,,Distributed Energy,2040,2007,350.0,DE2040 Update,,,IoSN Lite,Electricity,,DSR
29,AT00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,953.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
30,BE00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,1324.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
31,CH00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,889.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
32,CZ00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,1225.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
33,DE00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,11846.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
34,DKE1,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,57.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
35,DKW1,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,184.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
36,EE00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,155.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
37,ES00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,3745.0,DE2040 Update,,,IoSN Lite,Electricity,Generation in Spain excludes Balearic islands,Flat
38,FI00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,85.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
39,FR00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,1873.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
40,HR00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,200.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
41,HU00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,454.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
42,IE00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,138.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
43,ITCN,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,520.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
44,ITCS,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,643.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
45,ITN1,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,3242.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
46,ITS1,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,1148.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
47,ITSA,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,20.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
48,ITSI,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,411.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
49,LT00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,139.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
50,LUG1,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,34.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
51,NL00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,3770.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
52,NOM1,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,20.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
53,NON1,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,195.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
54,NOS0,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,50.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
55,PL00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,7759.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
56,PT00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,776.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
57,SI00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,158.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
58,SK00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,173.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
59,TR00,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,2000.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
60,UKNI,Other Non RES,Capacity,Electricity Market,,Distributed Energy,2040,2007,9.0,DE2040 Update,,,IoSN Lite,Electricity,,Flat
61,BE00,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,6200.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
62,DE00,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,20000.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
63,DEKF,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,650.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
64,DKE1,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,1300.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
65,DKKF,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,600.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
66,DKW1,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,6135.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
67,FI00,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,46.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
68,FR00,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,5000.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
69,GR03,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,212.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
70,IE00,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,1280.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
71,ITS1,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,300.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
72,ITSI,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,300.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
73,LT00,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,500.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
74,LV00,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,130.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
75,NL00,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,10000.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
76,PL00,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,3900.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
77,PT00,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,260.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
78,SE03,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,810.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
79,SE04,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,340.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
80,UK00,w_off,Capacity,Electricity Market,,Distributed Energy,2040,2007,21035.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
81,AL00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,1408.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
82,AT00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,15000.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
83,BA00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,3056.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
84,BE00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,9000.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
85,BG00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,6311.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
86,CH00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,1850.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
87,CY00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,1117.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
88,CZ00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,12522.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
89,DE00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,109824.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
90,DKE1,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,1450.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
91,DKW1,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,4800.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
92,EE00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,4726.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
93,ES00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,56200.0,DE2040 Update,,,IoSN Lite,Electricity,Generation in Spain excludes Balearic islands,Intermittent
94,FI00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,22267.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
95,FR00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,90342.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
96,FR15,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,412.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
97,GR00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,16445.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
98,GR03,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,716.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
99,HR00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,3755.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
100,HU00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,2500.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
101,IE00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,9440.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
102,ITCN,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,318.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
103,ITCS,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,5111.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
104,ITN1,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,319.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
105,ITS1,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,11846.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
106,ITSA,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,2505.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
107,ITSI,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,4730.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
108,LT00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,3641.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
109,LUG1,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,350.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
110,LV00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,2181.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
111,ME00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,1185.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
112,MK00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,436.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
113,MT00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,468.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
114,NL00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,18966.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
115,NOM1,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,2842.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
116,NON1,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,3039.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
117,NOS0,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,4406.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
118,PL00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,24850.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
119,PT00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,12520.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
120,RO00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,8000.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
121,RS00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,6911.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
122,SE01,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,5498.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
123,SE02,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,8922.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
124,SE03,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,10000.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
125,SE04,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,11924.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
126,SI00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,1030.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
127,SK00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,1000.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
128,TR00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,29000.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
129,UA01,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,200.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
130,UK00,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,26897.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
131,UKNI,w_on,Capacity,Electricity Market,,Distributed Energy,2040,2007,2797.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
132,AL00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,1655.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
133,AT00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,30000.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
134,BA00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,3239.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
135,BE00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,18966.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
136,BG00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,13189.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
137,CH00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,17728.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
138,CY00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,1703.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
139,CZ00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,18499.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
140,DE00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,145223.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
141,DKE1,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,1956.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
142,DKW1,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,4565.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
143,EE00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,839.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
144,ES00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,83174.0,DE2040 Update,,,IoSN Lite,Electricity,Generation in Spain excludes Balearic islands,Intermittent
145,FI00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,5794.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
146,FR00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,77979.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
147,FR15,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,634.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
148,GR00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,17000.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
149,GR03,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,759.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
150,HR00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,5200.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
151,HU00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,17908.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
152,IE00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,5545.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
153,ITCN,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,8846.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
154,ITCS,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,9833.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
155,ITN1,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,33452.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
156,ITS1,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,9549.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
157,ITSA,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,3191.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
158,ITSI,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,4959.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
159,LT00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,2552.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
160,LUG1,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,250.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
161,LV00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,500.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
162,ME00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,786.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
163,MK00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,2057.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
164,MT00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,585.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
165,NL00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,24580.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
166,NOS0,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,2000.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
167,PL00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,32189.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
168,PT00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,18736.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
169,RO00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,6500.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
170,RS00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,7726.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
171,SE02,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,200.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
172,SE03,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,7047.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
173,SE04,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,3345.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
174,SI00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,5067.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
175,SK00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,2665.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
176,TR00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,29000.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
177,UK00,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,61201.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
178,UKNI,PV,Capacity,Electricity Market,,Distributed Energy,2040,2007,1788.0,DE2040 Update,,,IoSN Lite,Electricity,,Intermittent
188,AL00,CCGT,Capacity,Electricity Market,,Distributed Energy,2040,2007,200.0,DE2040 Update,,,IoSN Lite,Electricity,,Dispatchable
189,BE00,CCGT,Capacity,Electricity Market,,Distributed Energy,2040,2007,3099.0,DE2040 Update,,,IoSN Lite,Electricity,,Dispatchable
190,BG00,CCGT,Capacity,Electricity Market,,Distributed Energy,2040,2007,604.0,DE2040 Update,,,IoSN Lite,Electricity,,Dispatchable
191,CY00,CCGT,Capacity,Electricity Market,,Distributed Energy,2040,2007,224.0,DE2040 Update,,,IoSN Lite,Electricity,,Dispatchable
192,DE00,CCGT,Capacity,Electricity Market,,Distributed Energy,2040,2007,6750.0,DE2040 Update,,,IoSN Lite,Electricity,,Dispatchable
193,FR00,CCGT,Capacity,Electricity Market,,Distributed Energy,2040,2007,414.0,DE2040 Update,,,IoSN Lite,Electricity,,Dispatchable
194,GR00,CCGT,Capacity,Electricity Market,,Distributed Energy,2040,2007,330.0,DE2040 Update,,,IoSN Lite,Electricity,,Dispatchable
195,IE00,CCGT,Capacity,Electricity Market,,Distributed Energy,2040,2007,400.0,DE2040 Update,,,IoSN Lite,Electricity,,Dispatchable
196,ITCN,CCGT,Capacity,Electricity Market,,Distributed Energy,2040,2007,999.0,DE2040 Update,,,IoSN Lite,Electricity,,Dispatchable
197,ITCS,CCGT,Capacity,Electricity Market,,Distributed Energy,2040,2007,2089.0,DE2040 Update,,,IoSN Lite,Electricity,,Dispatchable
198,ITN1,CCGT,Capacity,Electricity Market,,Distributed Energy,2040,2007,6334.0,DE2040 Update,,,IoSN Lite,Electricity,,Dispatchable
199,ITS1,CCGT,Capacity,Electricity Market,,Distributed Energy,2040,2007,8323.0,DE2040 Update,,,IoSN Lite,Electricity,,Dispatchable
200,PL00,CCGT,Capacity,Electricity Market,,Distributed Energy,2040,2007,5001.0,DE2040 Update,,,IoSN Lite,Electricity,,Dispatchable
201,RO00,CCGT,Capacity,Electricity Market,,Distributed Energy,2040,2007,1499.0,DE2040 Update,,,IoSN Lite,Electricity,,Dispatchable
