,Node,Generator_ID,Parameter,Category,Case,Scenario,Year,Climate Year,Value,Simulation_ID,Node 1,Path,Simulation_type,Sector,Note,Super_type
3417,DKE1,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,249.0,GA2040,,,IoSN Lite,Electricity,,Flat
3418,DKW1,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,380.0,GA2040,,,IoSN Lite,Electricity,,Flat
3419,EE00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,148.0,GA2040,,,IoSN Lite,Electricity,,Flat
3420,ES00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,2226.0,GA2040,,,IoSN Lite,Electricity,Generation in Spain excludes Balearic islands,Flat
3421,FI00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,3043.0,GA2040,,,IoSN Lite,Electricity,,Flat
3422,FR00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,2549.0,GA2040,,,IoSN Lite,Electricity,,Flat
3423,FR15,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,9.0,GA2040,,,IoSN Lite,Electricity,,Flat
3424,GR00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,525.0,GA2040,,,IoSN Lite,Electricity,,Flat
3425,HR00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,400.0,GA2040,,,IoSN Lite,Electricity,,Flat
3426,HU00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,404.0,GA2040,,,IoSN Lite,Electricity,,Flat
3427,IE00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,84.0,GA2040,,,IoSN Lite,Electricity,,Flat
3428,ITCN,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,1250.0,GA2040,,,IoSN Lite,Electricity,,Flat
3429,ITCS,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,463.0,GA2040,,,IoSN Lite,Electricity,,Flat
3430,ITN1,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,2266.0,GA2040,,,IoSN Lite,Electricity,,Flat
3431,ITS1,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,709.0,GA2040,,,IoSN Lite,Electricity,,Flat
3432,ITSA,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,100.0,GA2040,,,IoSN Lite,Electricity,,Flat
3433,ITSI,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,143.0,GA2040,,,IoSN Lite,Electricity,,Flat
3434,LT00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,190.0,GA2040,,,IoSN Lite,Electricity,,Flat
3435,LUG1,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,53.0,GA2040,,,IoSN Lite,Electricity,,Flat
3436,ME00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,49.0,GA2040,,,IoSN Lite,Electricity,,Flat
3437,MK00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,30.0,GA2040,,,IoSN Lite,Electricity,,Flat
3438,NL00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,540.0,GA2040,,,IoSN Lite,Electricity,,Flat
3439,NON1,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,40.0,GA2040,,,IoSN Lite,Electricity,,Flat
3440,NOS0,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,36.0,GA2040,,,IoSN Lite,Electricity,,Flat
3441,PL00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,2332.0,GA2040,,,IoSN Lite,Electricity,,Flat
3442,PT00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,1211.0,GA2040,,,IoSN Lite,Electricity,,Flat
3443,RO00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,500.0,GA2040,,,IoSN Lite,Electricity,,Flat
3444,RS00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,397.0,GA2040,,,IoSN Lite,Electricity,,Flat
3445,SE01,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,276.0,GA2040,,,IoSN Lite,Electricity,,Flat
3446,SE02,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,575.0,GA2040,,,IoSN Lite,Electricity,,Flat
3447,SE03,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,2633.0,GA2040,,,IoSN Lite,Electricity,,Flat
3448,SE04,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,701.0,GA2040,,,IoSN Lite,Electricity,,Flat
3449,SI00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,49.0,GA2040,,,IoSN Lite,Electricity,,Flat
3450,SK00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,319.0,GA2040,,,IoSN Lite,Electricity,,Flat
3451,TR00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,2300.0,GA2040,,,IoSN Lite,Electricity,,Flat
3452,UA01,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,40.0,GA2040,,,IoSN Lite,Electricity,,Flat
3453,UK00,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,4700.0,GA2040,,,IoSN Lite,Electricity,,Flat
3454,UKNI,Other RES,Capacity,Electricity Market,,Global Ambition,2040,1982,441.0,GA2040,,,IoSN Lite,Electricity,,Flat
3455,AL00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,145.0,GA2040,,,IoSN Lite,Electricity,,Storage
3456,AT00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,1234.0,GA2040,,,IoSN Lite,Electricity,,Storage
3457,BA00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,190.0,GA2040,,,IoSN Lite,Electricity,,Storage
3458,BE00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,950.0,GA2040,,,IoSN Lite,Electricity,,Storage
3459,BG00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,578.0,GA2040,,,IoSN Lite,Electricity,,Storage
3460,CH00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,898.0,GA2040,,,IoSN Lite,Electricity,,Storage
3461,CY00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,111.0,GA2040,,,IoSN Lite,Electricity,,Storage
3462,CZ00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,406.0,GA2040,,,IoSN Lite,Electricity,,Storage
3463,DE00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,8114.0,GA2040,,,IoSN Lite,Electricity,,Storage
3464,DKE1,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,362.0,GA2040,,,IoSN Lite,Electricity,,Storage
3465,DKW1,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,659.0,GA2040,,,IoSN Lite,Electricity,,Storage
3466,EE00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,132.0,GA2040,,,IoSN Lite,Electricity,,Storage
3467,ES00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,2593.0,GA2040,,,IoSN Lite,Electricity,Generation in Spain excludes Balearic islands,Storage
3468,FI00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,700.0,GA2040,,,IoSN Lite,Electricity,,Storage
3469,FR00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,7122.0,GA2040,,,IoSN Lite,Electricity,,Storage
3470,FR15,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,37.0,GA2040,,,IoSN Lite,Electricity,,Storage
3471,GR00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,758.0,GA2040,,,IoSN Lite,Electricity,,Storage
3472,GR03,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,43.0,GA2040,,,IoSN Lite,Electricity,,Storage
3473,HR00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,253.0,GA2040,,,IoSN Lite,Electricity,,Storage
3474,HU00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,630.0,GA2040,,,IoSN Lite,Electricity,,Storage
3475,IE00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,450.0,GA2040,,,IoSN Lite,Electricity,,Storage
3476,ITCN,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,745.0,GA2040,,,IoSN Lite,Electricity,,Storage
3477,ITCS,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,196.0,GA2040,,,IoSN Lite,Electricity,,Storage
3478,ITN1,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,210.0,GA2040,,,IoSN Lite,Electricity,,Storage
3479,ITS1,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,73.0,GA2040,,,IoSN Lite,Electricity,,Storage
3480,ITSA,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,176.0,GA2040,,,IoSN Lite,Electricity,,Storage
3481,ITSI,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,107.0,GA2040,,,IoSN Lite,Electricity,,Storage
3482,LT00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,209.0,GA2040,,,IoSN Lite,Electricity,,Storage
3483,LUB1,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,7.0,GA2040,,,IoSN Lite,Electricity,,Storage
3484,LUF1,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,13.0,GA2040,,,IoSN Lite,Electricity,,Storage
3485,LUG1,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,119.0,GA2040,,,IoSN Lite,Electricity,,Storage
3486,LV00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,117.0,GA2040,,,IoSN Lite,Electricity,,Storage
3487,ME00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,64.0,GA2040,,,IoSN Lite,Electricity,,Storage
3488,MK00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,746.0,GA2040,,,IoSN Lite,Electricity,,Storage
3489,MT00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,42.0,GA2040,,,IoSN Lite,Electricity,,Storage
3490,NL00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,1737.0,GA2040,,,IoSN Lite,Electricity,,Storage
3491,PL00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,1000.0,GA2040,,,IoSN Lite,Electricity,,Storage
3492,PT00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,797.0,GA2040,,,IoSN Lite,Electricity,,Storage
3493,RO00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,941.0,GA2040,,,IoSN Lite,Electricity,,Storage
3494,RS00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,633.0,GA2040,,,IoSN Lite,Electricity,,Storage
3495,SE01,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,170.0,GA2040,,,IoSN Lite,Electricity,,Storage
3496,SE02,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,295.0,GA2040,,,IoSN Lite,Electricity,,Storage
3497,SE03,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,1406.0,GA2040,,,IoSN Lite,Electricity,,Storage
3498,SE04,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,378.0,GA2040,,,IoSN Lite,Electricity,,Storage
3499,SI00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,244.0,GA2040,,,IoSN Lite,Electricity,,Storage
3500,SK00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,524.0,GA2040,,,IoSN Lite,Electricity,,Storage
3501,UK00,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,2130.0,GA2040,,,IoSN Lite,Electricity,,Storage
3502,UKNI,Battery,Capacity,Electricity Market,,Global Ambition,2040,1982,146.0,GA2040,,,IoSN Lite,Electricity,,Storage
3503,BA00,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,30.0,GA2030,,,IoSN Lite,Electricity,,DSR
3504,BE00,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,1800.0,GA2030,,,IoSN Lite,Electricity,,DSR
3505,DE00,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,5888.0,GA2030,,,IoSN Lite,Electricity,,DSR
3506,EE00,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,135.0,GA2030,,,IoSN Lite,Electricity,,DSR
3507,ES00,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,6000.0,GA2030,,,IoSN Lite,Electricity,Generation in Spain excludes Balearic islands,DSR
3508,FI00,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,4500.0,GA2030,,,IoSN Lite,Electricity,,DSR
3509,FR00,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,3400.0,GA2030,,,IoSN Lite,Electricity,,DSR
3510,HR00,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,1.0,GA2030,,,IoSN Lite,Electricity,,DSR
3511,IE00,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,1000.0,GA2030,,,IoSN Lite,Electricity,,DSR
3512,ITCN,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,253.0,GA2030,,,IoSN Lite,Electricity,,DSR
3513,ITCS,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,166.0,GA2030,,,IoSN Lite,Electricity,,DSR
3514,ITN1,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,1644.0,GA2030,,,IoSN Lite,Electricity,,DSR
3515,ITS1,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,206.0,GA2030,,,IoSN Lite,Electricity,,DSR
3516,ITSA,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,9.0,GA2030,,,IoSN Lite,Electricity,,DSR
3517,ITSI,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,26.0,GA2030,,,IoSN Lite,Electricity,,DSR
3518,LT00,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,40.0,GA2030,,,IoSN Lite,Electricity,,DSR
3519,LUG1,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,8.0,GA2030,,,IoSN Lite,Electricity,,DSR
3520,LV00,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,36.0,GA2030,,,IoSN Lite,Electricity,,DSR
3521,NL00,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,700.0,GA2030,,,IoSN Lite,Electricity,,DSR
3522,NOM1,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,1424.0,GA2030,,,IoSN Lite,Electricity,,DSR
3523,NON1,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,1296.0,GA2030,,,IoSN Lite,Electricity,,DSR
3524,NOS0,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,3584.0,GA2030,,,IoSN Lite,Electricity,,DSR
3525,SE01,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,214.0,GA2030,,,IoSN Lite,Electricity,,DSR
3526,SE02,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,323.0,GA2030,,,IoSN Lite,Electricity,,DSR
3527,SE03,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,936.0,GA2030,,,IoSN Lite,Electricity,,DSR
3528,SE04,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,264.0,GA2030,,,IoSN Lite,Electricity,,DSR
3529,SI00,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,40.0,GA2030,,,IoSN Lite,Electricity,,DSR
3530,UK00,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,2499.0,GA2030,,,IoSN Lite,Electricity,,DSR
3531,UKNI,DSR,Capacity,Electricity Market,,Global Ambition,2030,2007,222.0,GA2030,,,IoSN Lite,Electricity,,DSR
3532,AT00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,953.0,GA2030,,,IoSN Lite,Electricity,,Flat
3533,BE00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,1324.0,GA2030,,,IoSN Lite,Electricity,,Flat
3534,CH00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,889.0,GA2030,,,IoSN Lite,Electricity,,Flat
3535,CZ00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,1225.0,GA2030,,,IoSN Lite,Electricity,,Flat
3536,DE00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,10351.0,GA2030,,,IoSN Lite,Electricity,,Flat
3537,DKE1,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,57.0,GA2030,,,IoSN Lite,Electricity,,Flat
3538,DKW1,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,184.0,GA2030,,,IoSN Lite,Electricity,,Flat
3539,EE00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,155.0,GA2030,,,IoSN Lite,Electricity,,Flat
3540,ES00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,3745.0,GA2030,,,IoSN Lite,Electricity,Generation in Spain excludes Balearic islands,Flat
3541,FI00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,320.0,GA2030,,,IoSN Lite,Electricity,,Flat
3542,FR00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,1873.0,GA2030,,,IoSN Lite,Electricity,,Flat
3543,HR00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,200.0,GA2030,,,IoSN Lite,Electricity,,Flat
3544,HU00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,454.0,GA2030,,,IoSN Lite,Electricity,,Flat
3545,IE00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,138.0,GA2030,,,IoSN Lite,Electricity,,Flat
3546,ITCN,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,520.0,GA2030,,,IoSN Lite,Electricity,,Flat
3547,ITCS,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,643.0,GA2030,,,IoSN Lite,Electricity,,Flat
3548,ITN1,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,3242.0,GA2030,,,IoSN Lite,Electricity,,Flat
3549,ITS1,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,1148.0,GA2030,,,IoSN Lite,Electricity,,Flat
3550,ITSA,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,20.0,GA2030,,,IoSN Lite,Electricity,,Flat
3551,ITSI,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,411.0,GA2030,,,IoSN Lite,Electricity,,Flat
3552,LT00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,139.0,GA2030,,,IoSN Lite,Electricity,,Flat
3553,LUG1,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,34.0,GA2030,,,IoSN Lite,Electricity,,Flat
3554,NL00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,3770.0,GA2030,,,IoSN Lite,Electricity,,Flat
3555,NOM1,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,20.0,GA2030,,,IoSN Lite,Electricity,,Flat
3556,NON1,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,195.0,GA2030,,,IoSN Lite,Electricity,,Flat
3557,NOS0,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,50.0,GA2030,,,IoSN Lite,Electricity,,Flat
3558,PL00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,6818.0,GA2030,,,IoSN Lite,Electricity,,Flat
3559,PT00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,776.0,GA2030,,,IoSN Lite,Electricity,,Flat
3560,SI00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,158.0,GA2030,,,IoSN Lite,Electricity,,Flat
3561,SK00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,149.0,GA2030,,,IoSN Lite,Electricity,,Flat
3562,TR00,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,2000.0,GA2030,,,IoSN Lite,Electricity,,Flat
3563,UKNI,Other Non RES,Capacity,Electricity Market,,Global Ambition,2030,2007,9.0,GA2030,,,IoSN Lite,Electricity,,Flat
3564,BE00,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,5301.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3565,DE00,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,20000.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3566,DEKF,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,336.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3567,DKE1,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,1778.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3568,DKKF,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,600.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3569,DKW1,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,3687.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3570,FI00,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,42.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3571,FR00,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,4920.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3572,GR00,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,1000.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3573,IE00,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,1530.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3574,ITS1,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,300.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3575,ITSI,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,300.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3576,LT00,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,500.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3577,LV00,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,154.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3578,NL00,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,10000.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3579,NOS0,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,136.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3580,PL00,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,4550.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3581,PT00,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,201.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3582,SE03,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,730.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3583,SE04,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,340.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3584,UK00,w_off,Capacity,Electricity Market,,Global Ambition,2030,2007,29935.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3585,AL00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,80.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3586,AT00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,10000.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3587,BA00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,1080.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3588,BE00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,5930.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3589,BG00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,3328.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3590,CH00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,1252.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3591,CY00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,351.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3592,CZ00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,3000.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3593,DE00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,78801.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3594,DKE1,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,1200.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3595,DKW1,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,4329.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3596,EE00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,872.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3597,ES00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,46406.0,GA2030,,,IoSN Lite,Electricity,Generation in Spain excludes Balearic islands,Intermittent
3598,FI00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,5320.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3599,FR00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,32455.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3600,FR15,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,111.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3601,GR00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,6380.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3602,GR03,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,372.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3603,HR00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,2000.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3604,HU00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,2000.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3605,IE00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,7607.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3606,ITCN,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,246.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3607,ITCS,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,3680.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3608,ITN1,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,275.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3609,ITS1,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,8992.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3610,ITSA,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,2221.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3611,ITSI,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,3636.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3612,LT00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,2000.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3613,LUG1,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,350.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3614,LV00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,167.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3615,ME00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,1168.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3616,MK00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,180.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3617,MT00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,10.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3618,NL00,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,8300.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
3619,NOM1,w_on,Capacity,Electricity Market,,Global Ambition,2030,2007,2062.0,GA2030,,,IoSN Lite,Electricity,,Intermittent
