Timestep,DE00,FR00,NL00,UK00,NOM1,NON1,NOS0,DKW1,DKE1
65,197999.49704661148,5140.000000000002,0.0,16450.712048323523,0.0,0.0,0.0,0.0,0.0
66,199323.69851426303,5140.000000000002,0.0,13168.4898261013,0.0,0.0,0.0,0.0,0.0
67,199323.69851426303,5140.000000000002,0.0,9886.267603879078,0.0,0.0,0.0,0.0,0.0
68,198269.66554959104,5140.000000000002,0.0,6604.045381656855,0.0,0.0,0.0,0.0,0.0
69,196448.77131363575,5140.000000000002,0.0,3321.8231594346325,0.0,0.0,0.0,0.0,0.0
70,196448.77131363575,5140.000000000002,0.0,39.60093721241019,0.0,0.0,0.0,0.0,0.0
71,198678.5579721206,5140.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,206232.2579721206,5140.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,213785.9579721206,5140.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,221339.65797212062,5140.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,228893.35797212063,5140.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,236447.05797212064,5140.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,244000.75797212066,5140.000000000002,0.0,1028.9303330046016,0.0,0.0,0.0,0.0,0.0
78,251554.45797212067,5140.000000000002,0.0,3687.5303330046017,0.0,0.0,0.0,0.0,0.0
79,259108.15797212068,5140.000000000002,0.0,6346.130333004601,0.0,0.0,0.0,0.0,0.0
80,266661.8579721207,5140.000000000002,0.0,9004.730333004602,0.0,0.0,0.0,0.0,0.0
81,274215.5579721207,5140.000000000002,0.0,11663.330333004602,0.0,0.0,0.0,0.0,0.0
82,281769.2579721207,5140.000000000002,0.0,14321.930333004602,0.0,0.0,0.0,0.0,0.0
83,289322.9579721207,5140.000000000002,0.0,16980.5303330046,0.0,0.0,0.0,0.0,0.0
84,296876.65797212074,5140.000000000002,0.0,19317.08845402885,0.0,0.0,0.0,0.0,0.0
85,304430.35797212075,5140.000000000002,0.0,19317.08845402885,0.0,0.0,0.0,0.0,0.0
86,311984.05797212076,5140.000000000002,0.0,19317.08845402885,0.0,0.0,0.0,0.0,0.0
87,319537.7579721208,5140.000000000002,0.0,19317.08845402885,0.0,0.0,0.0,0.0,0.0
88,327091.4579721208,5140.000000000002,0.0,19317.08845402885,0.0,0.0,0.0,0.0,0.0
89,334645.1579721208,5140.000000000002,0.0,19317.08845402885,0.0,0.0,0.0,0.0,0.0
90,340782.9265433162,5140.000000000002,0.0,19317.08845402885,0.0,0.0,0.0,0.0,0.0
91,347032.60837048857,5140.000000000002,0.0,19317.08845402885,0.0,0.0,0.0,0.0,0.0
92,348645.739337308,5140.000000000002,0.0,19317.08845402885,0.0,0.0,0.0,0.0,0.0
93,349829.19781882234,5140.000000000002,0.0,19317.08845402885,0.0,0.0,0.0,0.0,0.0
94,353930.6186323226,5140.000000000002,0.0,18637.085345932344,0.0,0.0,0.0,0.0,0.0
95,361484.3186323226,5140.000000000002,0.0,18637.085345932344,0.0,0.0,0.0,0.0,0.0
96,369038.0186323226,5140.000000000002,0.0,18637.085345932344,0.0,0.0,0.0,0.0,0.0
97,376591.7186323226,5140.000000000002,0.0,18637.085345932344,0.0,0.0,0.0,0.0,0.0
98,384145.41863232263,5140.000000000002,0.0,18637.085345932344,0.0,0.0,0.0,0.0,0.0
99,391699.11863232264,5140.000000000002,0.0,18637.085345932344,0.0,0.0,0.0,0.0,0.0
100,399252.81863232265,5140.000000000002,0.0,19161.06195213224,0.0,0.0,0.0,0.0,0.0
101,406806.51863232267,5140.000000000002,0.0,20618.364329836713,0.0,0.0,0.0,0.0,0.0
102,414360.2186323227,5140.000000000002,0.0,23065.175862315533,0.0,0.0,0.0,0.0,0.0
103,421913.9186323227,5140.000000000002,0.0,25115.868209142467,0.0,0.0,0.0,0.0,0.0
104,429467.6186323227,5140.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
105,437021.3186323227,5140.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
106,444575.0186323227,5140.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
107,452128.71863232274,5140.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
108,459682.41863232275,5140.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
109,465389.05446679745,5140.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
110,467563.97890400875,5140.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
111,467563.97890400875,5140.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
112,467563.97890400875,5140.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
113,467563.97890400875,6760.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
114,466533.93766714947,6760.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
115,464070.00735236757,6760.000000000002,0.0,24652.560978682646,0.0,0.0,0.0,0.0,0.0
116,454748.5839955382,6760.000000000002,0.0,21370.338756460424,0.0,0.0,0.0,0.0,0.0
117,445423.0284399826,6760.000000000002,0.0,18088.1165342382,0.0,0.0,0.0,0.0,0.0
118,442312.62106203183,6760.000000000002,0.0,14805.894312015978,0.0,0.0,0.0,0.0,0.0
119,444967.19625337183,6760.000000000002,0.0,12405.692757461477,0.0,0.0,0.0,0.0,0.0
120,452520.89625337184,6760.000000000002,0.0,12405.692757461477,0.0,0.0,0.0,0.0,0.0
121,460074.59625337186,6760.000000000002,0.0,12405.692757461477,0.0,0.0,0.0,0.0,0.0
122,467628.29625337187,6760.000000000002,0.0,12405.692757461477,0.0,0.0,0.0,0.0,0.0
123,475181.9962533719,6760.000000000002,0.0,15064.292757461477,0.0,0.0,0.0,0.0,0.0
124,482735.6962533719,6760.000000000002,0.0,15064.292757461477,0.0,0.0,0.0,0.0,0.0
125,490289.3962533719,6760.000000000002,0.0,17722.892757461475,0.0,0.0,0.0,0.0,0.0
126,497843.0962533719,6760.000000000002,0.0,17722.892757461475,0.0,0.0,0.0,0.0,0.0
127,505396.7962533719,6760.000000000002,0.0,18223.856977062325,0.0,0.0,0.0,0.0,0.0
128,512950.49625337194,6760.000000000002,0.0,20882.456977062324,0.0,0.0,0.0,0.0,0.0
129,520504.19625337195,6760.000000000002,0.0,23541.056977062322,0.0,0.0,0.0,0.0,0.0
130,528057.896253372,6760.000000000002,0.0,26199.65697706232,0.0,0.0,0.0,0.0,0.0
131,535611.5962533719,6760.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
132,543165.2962533719,6760.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
133,550718.9962533718,6760.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
134,557170.8269126932,6760.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
135,557089.9706795766,8380.000000000002,0.0,25770.27146938779,0.0,0.0,0.0,0.0,0.0
136,547764.4151240211,10000.000000000002,0.0,22975.555555555555,0.0,0.0,0.0,0.0,0.0
137,538438.8595684656,10000.000000000002,0.0,19693.333333333332,0.0,0.0,0.0,0.0,0.0
138,529113.3040129101,10000.000000000002,0.0,16411.11111111111,0.0,0.0,0.0,0.0,0.0
139,519787.74845735455,10000.000000000002,0.0,13128.888888888889,0.0,0.0,0.0,0.0,0.0
140,510462.192901799,10000.000000000002,0.0,9846.666666666666,0.0,0.0,0.0,0.0,0.0
141,501136.6373462434,10000.000000000002,0.0,6564.444444444444,0.0,0.0,0.0,0.0,0.0
142,491811.08179068787,10000.000000000002,0.0,3282.222222222222,0.0,0.0,0.0,0.0,0.0
143,482485.5262351323,10000.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,473159.97067957674,10000.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,468308.28890014556,10000.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,468308.28890014556,10000.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,469417.2376916803,10000.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,474831.6752822664,10000.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,482385.3752822664,10000.000000000002,0.0,2658.6,0.0,0.0,0.0,0.0,0.0
150,489939.0752822664,10000.000000000002,0.0,5317.2,0.0,0.0,0.0,0.0,0.0
151,497492.77528226643,10000.000000000002,0.0,7975.799999999999,0.0,0.0,0.0,0.0,0.0
152,505046.47528226644,10000.000000000002,0.0,10634.4,0.0,0.0,0.0,0.0,0.0
153,512600.17528226646,10000.000000000002,0.0,13293.0,0.0,0.0,0.0,0.0,0.0
154,520153.87528226647,10000.000000000002,0.0,15951.6,0.0,0.0,0.0,0.0,0.0
155,527707.5752822665,10000.000000000002,0.0,18610.2,0.0,0.0,0.0,0.0,0.0
156,535261.2752822664,10000.000000000002,0.0,21268.8,0.0,0.0,0.0,0.0,0.0
157,542814.9752822664,10000.000000000002,0.0,23927.399999999998,0.0,0.0,0.0,0.0,0.0
158,550368.6752822663,10000.000000000002,0.0,24598.065256454047,0.0,0.0,0.0,0.0,0.0
159,557922.3752822663,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
160,565476.0752822662,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
161,573029.7752822662,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
162,580583.4752822662,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
163,585666.6103625717,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
164,585666.6103625717,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
165,584666.4289803316,10000.000000000002,0.0,23097.77777777778,0.0,0.0,0.0,0.0,0.0
166,584666.4289803316,10000.000000000002,0.0,21018.148181480003,0.0,0.0,0.0,0.0,0.0
167,584666.4289803316,10000.000000000002,0.0,21018.148181480003,0.0,0.0,0.0,0.0,0.0
168,586086.4249934196,10000.000000000002,0.0,21018.148181480003,0.0,0.0,0.0,0.0,0.0
169,589565.0611330352,10000.000000000002,0.0,21018.148181480003,0.0,0.0,0.0,0.0,0.0
170,591324.0334179536,10000.000000000002,0.0,21018.148181480003,0.0,0.0,0.0,0.0,0.0
171,595004.9758584956,10000.000000000002,0.0,23676.74818148,0.0,0.0,0.0,0.0,0.0
172,600576.1747420945,10000.000000000002,0.0,26335.34818148,0.0,0.0,0.0,0.0,0.0
173,605308.2228697642,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
174,608179.7889984642,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
175,608179.7889984642,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
176,608179.7889984642,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
177,608179.7889984642,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
178,608179.7889984642,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
179,608179.7889984642,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
180,608179.7889984642,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
181,608179.7889984642,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
182,608179.7889984642,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
183,608179.7889984642,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
184,604414.4694473326,10000.000000000002,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
185,598594.3723674145,10000.000000000002,0.0,24366.562049874243,0.0,0.0,0.0,0.0,0.0
186,590783.6705965449,10000.000000000002,0.0,21084.33982765202,0.0,0.0,0.0,0.0,0.0
187,581458.1150409894,10000.000000000002,0.0,21084.33982765202,0.0,0.0,0.0,0.0,0.0
188,572132.5594854339,10000.000000000002,0.0,17802.117605429798,0.0,0.0,0.0,0.0,0.0
189,562807.0039298784,10000.000000000002,0.0,14519.895383207575,0.0,0.0,0.0,0.0,0.0
190,553481.4483743228,10000.000000000002,0.0,11237.673160985352,0.0,0.0,0.0,0.0,0.0
191,544155.8928187673,10000.000000000002,0.0,7955.45093876313,0.0,0.0,0.0,0.0,0.0
192,534830.3372632118,10000.000000000002,0.0,7955.45093876313,0.0,0.0,0.0,0.0,0.0
193,525504.7817076563,10000.000000000002,0.0,7955.45093876313,0.0,0.0,0.0,0.0,0.0
194,516179.2261521008,10000.000000000002,0.0,7955.45093876313,0.0,0.0,0.0,0.0,0.0
195,509686.8103339822,10000.000000000002,0.0,7955.45093876313,0.0,0.0,0.0,0.0,0.0
196,504897.8715623759,10000.000000000002,0.0,10032.562548632575,0.0,0.0,0.0,0.0,0.0
197,501115.1424729922,10000.000000000002,0.0,12691.162548632576,0.0,0.0,0.0,0.0,0.0
198,495198.08699890866,10000.000000000002,0.0,15349.762548632576,0.0,0.0,0.0,0.0,0.0
199,488483.6877786322,10000.000000000002,0.0,18008.362548632576,0.0,0.0,0.0,0.0,0.0
200,479158.13222307665,10000.000000000002,0.0,20666.962548632575,0.0,0.0,0.0,0.0,0.0
201,469832.5766675211,10000.000000000002,0.0,22975.555555555555,0.0,0.0,0.0,0.0,0.0
202,460507.0211119655,10000.000000000002,0.0,22975.555555555555,0.0,0.0,0.0,0.0,0.0
203,451181.46555640997,10000.000000000002,0.0,22975.555555555555,0.0,0.0,0.0,0.0,0.0
204,441855.9100008544,10000.000000000002,0.0,22975.555555555555,0.0,0.0,0.0,0.0,0.0
205,432530.35444529884,10000.000000000002,0.0,22975.555555555555,0.0,0.0,0.0,0.0,0.0
206,423204.7988897433,10000.000000000002,0.0,22975.555555555555,0.0,0.0,0.0,0.0,0.0
207,413879.2433341877,10000.000000000002,0.0,22975.555555555555,0.0,0.0,0.0,0.0,0.0
208,404553.68777863216,10000.000000000002,0.0,22975.555555555555,0.0,0.0,0.0,0.0,0.0
209,395228.1322230766,10000.000000000002,0.0,22975.555555555555,0.0,0.0,0.0,0.0,0.0
210,385902.57666752103,10000.000000000002,0.0,22975.555555555555,0.0,0.0,0.0,0.0,0.0
211,376577.02111196547,10000.000000000002,0.0,22975.555555555555,0.0,0.0,0.0,0.0,0.0
212,367251.4655564099,10000.000000000002,0.0,19693.333333333332,0.0,0.0,0.0,0.0,0.0
213,357925.91000085435,10000.000000000002,0.0,16411.11111111111,0.0,0.0,0.0,0.0,0.0
214,351636.7281528469,10000.000000000002,0.0,16411.11111111111,0.0,0.0,0.0,0.0,0.0
215,350240.6425457674,10000.000000000002,0.0,16411.11111111111,0.0,0.0,0.0,0.0,0.0
216,350240.6425457674,10000.000000000002,0.0,16411.11111111111,0.0,0.0,0.0,0.0,0.0
217,350240.6425457674,10000.000000000002,0.0,13128.888888888889,0.0,0.0,0.0,0.0,0.0
218,350240.6425457674,10000.000000000002,0.0,13128.888888888889,0.0,0.0,0.0,0.0,0.0
219,350240.6425457674,10000.000000000002,0.0,13128.888888888889,0.0,0.0,0.0,0.0,0.0
220,350240.6425457674,10000.000000000002,0.0,13128.888888888889,0.0,0.0,0.0,0.0,0.0
221,350240.6425457674,10000.000000000002,0.0,13128.888888888889,0.0,0.0,0.0,0.0,0.0
222,350240.6425457674,10000.000000000002,0.0,13128.888888888889,0.0,0.0,0.0,0.0,0.0
223,350240.6425457674,10000.000000000002,0.0,13128.888888888889,0.0,0.0,0.0,0.0,0.0
224,350240.6425457674,10000.000000000002,0.0,13128.888888888889,0.0,0.0,0.0,0.0,0.0
225,349774.136681855,9078.179345322618,0.0,13128.888888888889,0.0,0.0,0.0,0.0,0.0
226,342425.5683088752,9078.179345322618,0.0,13128.888888888889,0.0,0.0,0.0,0.0,0.0
227,334455.5709349195,9078.179345322618,0.0,9846.666666666666,0.0,0.0,0.0,0.0,0.0
228,326192.1015455571,9078.179345322618,0.0,6564.444444444444,0.0,0.0,0.0,0.0,0.0
229,316866.5459900015,9078.179345322618,0.0,6564.444444444444,0.0,0.0,0.0,0.0,0.0
230,307540.99043444596,9798.607993884152,0.0,3282.222222222222,0.0,0.0,0.0,0.0,0.0
231,298215.4348788904,9798.607993884152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,288889.87932333484,9798.607993884152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,279564.3237677793,9798.607993884152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,270238.7682122237,9798.607993884152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,260913.21265666815,7798.607993884152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,251587.6571011126,6265.084626709982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,242262.10154555703,6265.084626709982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,233922.5705433756,6265.084626709982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,233477.4617948896,6265.084626709982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,233477.4617948896,6265.084626709982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,233477.4617948896,6265.084626709982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,233477.4617948896,7885.084626709982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,233477.4617948896,9505.084626709982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,241031.1617948896,9505.084626709982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,248584.8617948896,9505.084626709982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,255559.65794301793,9505.084626709982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,255559.65794301793,9505.084626709982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,255559.65794301793,9505.084626709982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,255559.65794301793,7897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,256342.826095976,7897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,256342.826095976,7897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,256342.826095976,7897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,256342.826095976,7897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,256342.826095976,7897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255849.19436591893,7897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,250291.03589966157,7897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,242277.17192403052,7897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,234356.77911985456,5897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,225134.43344154337,3897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,215808.8778859878,1897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,206483.32233043225,1897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,202453.33220498796,1897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,202453.33220498796,1897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,202453.33220498796,1897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,202453.33220498796,1897.933542049248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,204731.326429174,1897.933542049248,0.0,2520.7134855675286,0.0,0.0,0.0,0.0,0.0
267,212285.026429174,3331.0897834154957,0.0,5179.313485567529,0.0,0.0,0.0,0.0,0.0
268,219838.726429174,3331.0897834154957,0.0,7837.913485567529,0.0,0.0,0.0,0.0,0.0
269,227392.42642917403,3331.0897834154957,0.0,10496.51348556753,0.0,0.0,0.0,0.0,0.0
270,234946.12642917404,3331.0897834154957,0.0,13155.11348556753,0.0,0.0,0.0,0.0,0.0
271,242499.82642917405,3331.0897834154957,0.0,15813.71348556753,0.0,0.0,0.0,0.0,0.0
272,250053.52642917406,3331.0897834154957,0.0,18472.31348556753,0.0,0.0,0.0,0.0,0.0
273,257607.22642917407,3331.0897834154957,0.0,21130.91348556753,0.0,0.0,0.0,0.0,0.0
274,265160.9264291741,1331.0897834154957,0.0,23672.02727690452,0.0,0.0,0.0,0.0,0.0
275,272714.6264291741,1331.0897834154957,0.0,23672.02727690452,0.0,0.0,0.0,0.0,0.0
276,280268.3264291741,1331.0897834154957,0.0,24625.50590251318,0.0,0.0,0.0,0.0,0.0
277,287822.0264291741,1331.0897834154957,0.0,25292.43113013921,0.0,0.0,0.0,0.0,0.0
278,295375.72642917413,1331.0897834154957,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
279,302929.42642917414,1331.0897834154957,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
280,310483.12642917415,1331.0897834154957,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
281,318036.82642917417,1331.0897834154957,0.0,26380.000000000004,0.0,0.0,0.0,0.0,0.0
