,Node,Generator_ID,Parameter,Category,Case,Scenario,Year,Climate Year,Value,Simulation_ID,Node 1,Path,Simulation_type,Sector,Note
5526,GR03,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,1756.0,GA2040-1984,,,IoSN Lite,Electricity,
5527,HR00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,11572.0,GA2040-1984,,,IoSN Lite,Electricity,
5528,HU00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,6631.0,GA2040-1984,,,IoSN Lite,Electricity,
5529,IE00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,30236.0,GA2040-1984,,,IoSN Lite,Electricity,
5530,ITCN,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,966.0,GA2040-1984,,,IoSN Lite,Electricity,
5531,ITCS,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,15099.0,GA2040-1984,,,IoSN Lite,Electricity,
5532,ITN1,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,791.0,GA2040-1984,,,IoSN Lite,Electricity,
5533,ITS1,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,35890.0,GA2040-1984,,,IoSN Lite,Electricity,
5534,ITSA,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,6399.0,GA2040-1984,,,IoSN Lite,Electricity,
5535,ITSI,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,8696.0,GA2040-1984,,,IoSN Lite,Electricity,
5536,LT00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,11028.0,GA2040-1984,,,IoSN Lite,Electricity,
5537,LUG1,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,968.0,GA2040-1984,,,IoSN Lite,Electricity,
5538,LV00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,640.0,GA2040-1984,,,IoSN Lite,Electricity,
5539,ME00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,2762.0,GA2040-1984,,,IoSN Lite,Electricity,
5540,MK00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,1119.0,GA2040-1984,,,IoSN Lite,Electricity,
5541,MT00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,1214.0,GA2040-1984,,,IoSN Lite,Electricity,
5542,NL00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,28058.0,GA2040-1984,,,IoSN Lite,Electricity,
5543,NOM1,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,6854.0,GA2040-1984,,,IoSN Lite,Electricity,
5544,NON1,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,8503.0,GA2040-1984,,,IoSN Lite,Electricity,
5545,NOS0,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,12843.0,GA2040-1984,,,IoSN Lite,Electricity,
5546,PL00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,35165.0,GA2040-1984,,,IoSN Lite,Electricity,
5547,PT00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,30686.0,GA2040-1984,,,IoSN Lite,Electricity,
5548,RO00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,25397.0,GA2040-1984,,,IoSN Lite,Electricity,
5549,RS00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,7842.0,GA2040-1984,,,IoSN Lite,Electricity,
5550,SE01,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,19805.0,GA2040-1984,,,IoSN Lite,Electricity,
5551,SE02,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,24681.0,GA2040-1984,,,IoSN Lite,Electricity,
5552,SE03,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,19835.0,GA2040-1984,,,IoSN Lite,Electricity,
5553,SE04,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,11708.0,GA2040-1984,,,IoSN Lite,Electricity,
5554,SI00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,2164.0,GA2040-1984,,,IoSN Lite,Electricity,
5555,SK00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,2806.0,GA2040-1984,,,IoSN Lite,Electricity,
5556,TR00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,125265.0,GA2040-1984,,,IoSN Lite,Electricity,
5557,UA01,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,449.0,GA2040-1984,,,IoSN Lite,Electricity,
5558,UK00,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,41619.0,GA2040-1984,,,IoSN Lite,Electricity,
5559,UKNI,Onshore Wind,Generation,Electricity Market,,Global Ambition,2040,1984,6709.0,GA2040-1984,,,IoSN Lite,Electricity,
5560,AT00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,10785.0,GA2040-1984,,,IoSN Lite,Electricity,
5561,BA00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,126.0,GA2040-1984,,,IoSN Lite,Electricity,
5562,BE00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,11403.0,GA2040-1984,,,IoSN Lite,Electricity,
5563,BG00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,1733.0,GA2040-1984,,,IoSN Lite,Electricity,
5564,CH00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,6145.0,GA2040-1984,,,IoSN Lite,Electricity,
5565,CY00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,2530.0,GA2040-1984,,,IoSN Lite,Electricity,
5566,CZ00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,4529.0,GA2040-1984,,,IoSN Lite,Electricity,
5567,DE00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,99346.0,GA2040-1984,,,IoSN Lite,Electricity,
5568,DKE1,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,534.0,GA2040-1984,,,IoSN Lite,Electricity,
5569,DKW1,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,1225.0,GA2040-1984,,,IoSN Lite,Electricity,
5570,EE00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,308.0,GA2040-1984,,,IoSN Lite,Electricity,
5571,ES00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,88382.0,GA2040-1984,,,IoSN Lite,Electricity,Generation in Spain excludes Balearic islands
5572,FI00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,797.0,GA2040-1984,,,IoSN Lite,Electricity,
5573,FR00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,48391.0,GA2040-1984,,,IoSN Lite,Electricity,
5574,FR15,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,618.0,GA2040-1984,,,IoSN Lite,Electricity,
5575,GR00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,24096.0,GA2040-1984,,,IoSN Lite,Electricity,
5576,GR03,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,893.0,GA2040-1984,,,IoSN Lite,Electricity,
5577,HR00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,7264.0,GA2040-1984,,,IoSN Lite,Electricity,
5578,HU00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,10815.0,GA2040-1984,,,IoSN Lite,Electricity,
5579,IE00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,342.0,GA2040-1984,,,IoSN Lite,Electricity,
5580,ITCN,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,6080.0,GA2040-1984,,,IoSN Lite,Electricity,
5581,ITCS,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,6497.0,GA2040-1984,,,IoSN Lite,Electricity,
5582,ITN1,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,42951.0,GA2040-1984,,,IoSN Lite,Electricity,
5583,ITS1,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,7786.0,GA2040-1984,,,IoSN Lite,Electricity,
5584,ITSA,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,2277.0,GA2040-1984,,,IoSN Lite,Electricity,
5585,ITSI,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,4247.0,GA2040-1984,,,IoSN Lite,Electricity,
5586,LT00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,415.0,GA2040-1984,,,IoSN Lite,Electricity,
5587,LUG1,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,227.0,GA2040-1984,,,IoSN Lite,Electricity,
5588,LV00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,63.0,GA2040-1984,,,IoSN Lite,Electricity,
5589,ME00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,46.0,GA2040-1984,,,IoSN Lite,Electricity,
5590,MK00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,44.0,GA2040-1984,,,IoSN Lite,Electricity,
5591,MT00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,873.0,GA2040-1984,,,IoSN Lite,Electricity,
5592,NL00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,14324.0,GA2040-1984,,,IoSN Lite,Electricity,
5593,NOS0,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,50.0,GA2040-1984,,,IoSN Lite,Electricity,
5594,PL00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,6138.0,GA2040-1984,,,IoSN Lite,Electricity,
5595,PT00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,12036.0,GA2040-1984,,,IoSN Lite,Electricity,
5596,RO00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,10453.0,GA2040-1984,,,IoSN Lite,Electricity,
5597,RS00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,132.0,GA2040-1984,,,IoSN Lite,Electricity,
5598,SE02,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,127.0,GA2040-1984,,,IoSN Lite,Electricity,
5599,SE03,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,2405.0,GA2040-1984,,,IoSN Lite,Electricity,
5600,SE04,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,884.0,GA2040-1984,,,IoSN Lite,Electricity,
5601,SI00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,2335.0,GA2040-1984,,,IoSN Lite,Electricity,
5602,SK00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,844.0,GA2040-1984,,,IoSN Lite,Electricity,
5603,TR00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,57877.0,GA2040-1984,,,IoSN Lite,Electricity,
5604,UK00,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,28306.0,GA2040-1984,,,IoSN Lite,Electricity,
5605,UKNI,Solar PV,Generation,Electricity Market,,Global Ambition,2040,1984,663.0,GA2040-1984,,,IoSN Lite,Electricity,
5606,CY00,Solar Thermal,Generation,Electricity Market,,Global Ambition,2040,1984,141.0,GA2040-1984,,,IoSN Lite,Electricity,
5607,ES00,Solar Thermal,Generation,Electricity Market,,Global Ambition,2040,1984,10995.0,GA2040-1984,,,IoSN Lite,Electricity,Generation in Spain excludes Balearic islands
5608,GR03,Solar Thermal,Generation,Electricity Market,,Global Ambition,2040,1984,73.0,GA2040-1984,,,IoSN Lite,Electricity,
5609,HR00,Solar Thermal,Generation,Electricity Market,,Global Ambition,2040,1984,250.0,GA2040-1984,,,IoSN Lite,Electricity,
5610,ITS1,Solar Thermal,Generation,Electricity Market,,Global Ambition,2040,1984,572.0,GA2040-1984,,,IoSN Lite,Electricity,
5611,ITSI,Solar Thermal,Generation,Electricity Market,,Global Ambition,2040,1984,655.0,GA2040-1984,,,IoSN Lite,Electricity,
5612,LV00,Solar Thermal,Generation,Electricity Market,,Global Ambition,2040,1984,50.0,GA2040-1984,,,IoSN Lite,Electricity,
5613,PT00,Solar Thermal,Generation,Electricity Market,,Global Ambition,2040,1984,529.0,GA2040-1984,,,IoSN Lite,Electricity,
5614,UA01,Solar Thermal,Generation,Electricity Market,,Global Ambition,2040,1984,184.0,GA2040-1984,,,IoSN Lite,Electricity,
5615,AL00,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,12.42,GA2040-1984,,,IoSN Lite,Electricity,
5616,AL00,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,10.58,GA2040-1984,,,IoSN Lite,Electricity,
5617,BE00,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,1589.76,GA2040-1984,,,IoSN Lite,Electricity,
5618,BE00,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,1354.24,GA2040-1984,,,IoSN Lite,Electricity,
5619,BG00,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,1103.22,GA2040-1984,,,IoSN Lite,Electricity,
5620,BG00,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,939.78,GA2040-1984,,,IoSN Lite,Electricity,
5621,CY00,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,271.08,GA2040-1984,,,IoSN Lite,Electricity,
5622,CY00,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,230.92,GA2040-1984,,,IoSN Lite,Electricity,
5623,DE00,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,8386.74,GA2040-1984,,,IoSN Lite,Electricity,
5624,DE00,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,7144.259999999999,GA2040-1984,,,IoSN Lite,Electricity,
5625,FR00,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,119.88,GA2040-1984,,,IoSN Lite,Electricity,
5626,FR00,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,102.12,GA2040-1984,,,IoSN Lite,Electricity,
5627,GR00,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,85.86,GA2040-1984,,,IoSN Lite,Electricity,
5628,GR00,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,73.14,GA2040-1984,,,IoSN Lite,Electricity,
5629,IE00,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,995.22,GA2040-1984,,,IoSN Lite,Electricity,
5630,IE00,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,847.78,GA2040-1984,,,IoSN Lite,Electricity,
5631,ITCN,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,932.58,GA2040-1984,,,IoSN Lite,Electricity,
5632,ITCN,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,794.42,GA2040-1984,,,IoSN Lite,Electricity,
5633,ITCS,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,1127.52,GA2040-1984,,,IoSN Lite,Electricity,
5634,ITCS,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,960.4799999999999,GA2040-1984,,,IoSN Lite,Electricity,
5635,ITN1,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,5117.04,GA2040-1984,,,IoSN Lite,Electricity,
5636,ITN1,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,4358.96,GA2040-1984,,,IoSN Lite,Electricity,
5637,ITS1,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,3983.04,GA2040-1984,,,IoSN Lite,Electricity,
5638,ITS1,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,3392.96,GA2040-1984,,,IoSN Lite,Electricity,
5639,PL00,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,8007.120000000001,GA2040-1984,,,IoSN Lite,Electricity,
5640,PL00,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,6820.879999999999,GA2040-1984,,,IoSN Lite,Electricity,
5641,RO00,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,611.82,GA2040-1984,,,IoSN Lite,Electricity,
5642,RO00,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,521.18,GA2040-1984,,,IoSN Lite,Electricity,
5643,RS00,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,454.14,GA2040-1984,,,IoSN Lite,Electricity,
5644,RS00,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,386.86,GA2040-1984,,,IoSN Lite,Electricity,
5645,SI00,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,339.66,GA2040-1984,,,IoSN Lite,Electricity,
5646,SI00,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,289.34,GA2040-1984,,,IoSN Lite,Electricity,
5647,TR00,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,2827.44,GA2040-1984,,,IoSN Lite,Electricity,
5648,TR00,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,2408.56,GA2040-1984,,,IoSN Lite,Electricity,
5649,UK00,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,3662.28,GA2040-1984,,,IoSN Lite,Electricity,
5650,UK00,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,3119.72,GA2040-1984,,,IoSN Lite,Electricity,
5651,UKNI,Gas CCGT new Green,Generation,Electricity Market,,Global Ambition,2040,1984,906.6600000000001,GA2040-1984,,,IoSN Lite,Electricity,
5652,UKNI,Gas CCGT new,Generation,Electricity Market,,Global Ambition,2040,1984,772.3399999999999,GA2040-1984,,,IoSN Lite,Electricity,
5653,DE00,Gas CCGT old 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,1638.36,GA2040-1984,,,IoSN Lite,Electricity,
5654,DE00,Gas CCGT old 1,Generation,Electricity Market,,Global Ambition,2040,1984,1395.64,GA2040-1984,,,IoSN Lite,Electricity,
5655,IE00,Gas CCGT old 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,407.16,GA2040-1984,,,IoSN Lite,Electricity,
5656,IE00,Gas CCGT old 1,Generation,Electricity Market,,Global Ambition,2040,1984,346.84,GA2040-1984,,,IoSN Lite,Electricity,
5657,ITCN,Gas CCGT old 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,501.12,GA2040-1984,,,IoSN Lite,Electricity,
5658,ITCN,Gas CCGT old 1,Generation,Electricity Market,,Global Ambition,2040,1984,426.88,GA2040-1984,,,IoSN Lite,Electricity,
5659,ITN1,Gas CCGT old 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,457.3800000000001,GA2040-1984,,,IoSN Lite,Electricity,
5660,ITN1,Gas CCGT old 1,Generation,Electricity Market,,Global Ambition,2040,1984,389.6199999999999,GA2040-1984,,,IoSN Lite,Electricity,
5661,MT00,Gas CCGT old 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,125.82,GA2040-1984,,,IoSN Lite,Electricity,
5662,MT00,Gas CCGT old 1,Generation,Electricity Market,,Global Ambition,2040,1984,107.18,GA2040-1984,,,IoSN Lite,Electricity,
5663,SK00,Gas CCGT old 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,181.44,GA2040-1984,,,IoSN Lite,Electricity,
5664,SK00,Gas CCGT old 1,Generation,Electricity Market,,Global Ambition,2040,1984,154.56,GA2040-1984,,,IoSN Lite,Electricity,
5665,TR00,Gas CCGT old 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,693.36,GA2040-1984,,,IoSN Lite,Electricity,
5666,TR00,Gas CCGT old 1,Generation,Electricity Market,,Global Ambition,2040,1984,590.64,GA2040-1984,,,IoSN Lite,Electricity,
5667,CY00,Gas CCGT old 2 Green,Generation,Electricity Market,,Global Ambition,2040,1984,3.78,GA2040-1984,,,IoSN Lite,Electricity,
5668,CY00,Gas CCGT old 2,Generation,Electricity Market,,Global Ambition,2040,1984,3.22,GA2040-1984,,,IoSN Lite,Electricity,
5669,CZ00,Gas CCGT old 2 Green,Generation,Electricity Market,,Global Ambition,2040,1984,14.04,GA2040-1984,,,IoSN Lite,Electricity,
5670,CZ00,Gas CCGT old 2,Generation,Electricity Market,,Global Ambition,2040,1984,11.96,GA2040-1984,,,IoSN Lite,Electricity,
5671,DE00,Gas CCGT old 2 Green,Generation,Electricity Market,,Global Ambition,2040,1984,3209.76,GA2040-1984,,,IoSN Lite,Electricity,
5672,DE00,Gas CCGT old 2,Generation,Electricity Market,,Global Ambition,2040,1984,2734.24,GA2040-1984,,,IoSN Lite,Electricity,
5673,FI00,Gas CCGT old 2 Green,Generation,Electricity Market,,Global Ambition,2040,1984,934.74,GA2040-1984,,,IoSN Lite,Electricity,
5674,FI00,Gas CCGT old 2,Generation,Electricity Market,,Global Ambition,2040,1984,796.26,GA2040-1984,,,IoSN Lite,Electricity,
5675,ITCN,Gas CCGT old 2 Green,Generation,Electricity Market,,Global Ambition,2040,1984,346.68,GA2040-1984,,,IoSN Lite,Electricity,
5676,ITCN,Gas CCGT old 2,Generation,Electricity Market,,Global Ambition,2040,1984,295.32,GA2040-1984,,,IoSN Lite,Electricity,
5677,ITN1,Gas CCGT old 2 Green,Generation,Electricity Market,,Global Ambition,2040,1984,1227.42,GA2040-1984,,,IoSN Lite,Electricity,
5678,ITN1,Gas CCGT old 2,Generation,Electricity Market,,Global Ambition,2040,1984,1045.58,GA2040-1984,,,IoSN Lite,Electricity,
5679,SK00,Gas CCGT old 2 Green,Generation,Electricity Market,,Global Ambition,2040,1984,264.06,GA2040-1984,,,IoSN Lite,Electricity,
5680,SK00,Gas CCGT old 2,Generation,Electricity Market,,Global Ambition,2040,1984,224.94,GA2040-1984,,,IoSN Lite,Electricity,
5681,TR00,Gas CCGT old 2 Green,Generation,Electricity Market,,Global Ambition,2040,1984,27542.16,GA2040-1984,,,IoSN Lite,Electricity,
5682,TR00,Gas CCGT old 2,Generation,Electricity Market,,Global Ambition,2040,1984,23461.84,GA2040-1984,,,IoSN Lite,Electricity,
5683,CZ00,Gas CCGT present 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,7.02,GA2040-1984,,,IoSN Lite,Electricity,
5684,CZ00,Gas CCGT present 1,Generation,Electricity Market,,Global Ambition,2040,1984,5.98,GA2040-1984,,,IoSN Lite,Electricity,
5685,ES00,Gas CCGT present 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,454.14,GA2040-1984,,,IoSN Lite,Electricity,Generation in Spain excludes Balearic islands
5686,ES00,Gas CCGT present 1,Generation,Electricity Market,,Global Ambition,2040,1984,386.86,GA2040-1984,,,IoSN Lite,Electricity,Generation in Spain excludes Balearic islands
5687,FR00,Gas CCGT present 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,38.34,GA2040-1984,,,IoSN Lite,Electricity,
5688,FR00,Gas CCGT present 1,Generation,Electricity Market,,Global Ambition,2040,1984,32.66,GA2040-1984,,,IoSN Lite,Electricity,
5689,HU00,Gas CCGT present 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,38.34,GA2040-1984,,,IoSN Lite,Electricity,
5690,HU00,Gas CCGT present 1,Generation,Electricity Market,,Global Ambition,2040,1984,32.66,GA2040-1984,,,IoSN Lite,Electricity,
5691,IE00,Gas CCGT present 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,849.4200000000001,GA2040-1984,,,IoSN Lite,Electricity,
5692,IE00,Gas CCGT present 1,Generation,Electricity Market,,Global Ambition,2040,1984,723.5799999999999,GA2040-1984,,,IoSN Lite,Electricity,
5693,ITCN,Gas CCGT present 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,4.86,GA2040-1984,,,IoSN Lite,Electricity,
5694,ITCN,Gas CCGT present 1,Generation,Electricity Market,,Global Ambition,2040,1984,4.14,GA2040-1984,,,IoSN Lite,Electricity,
5695,ITCS,Gas CCGT present 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,1311.66,GA2040-1984,,,IoSN Lite,Electricity,
5696,ITCS,Gas CCGT present 1,Generation,Electricity Market,,Global Ambition,2040,1984,1117.34,GA2040-1984,,,IoSN Lite,Electricity,
5697,ITN1,Gas CCGT present 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,1203.66,GA2040-1984,,,IoSN Lite,Electricity,
5698,ITN1,Gas CCGT present 1,Generation,Electricity Market,,Global Ambition,2040,1984,1025.34,GA2040-1984,,,IoSN Lite,Electricity,
5699,ITSI,Gas CCGT present 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,303.48,GA2040-1984,,,IoSN Lite,Electricity,
5700,ITSI,Gas CCGT present 1,Generation,Electricity Market,,Global Ambition,2040,1984,258.52,GA2040-1984,,,IoSN Lite,Electricity,
5701,LV00,Gas CCGT present 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,56.7,GA2040-1984,,,IoSN Lite,Electricity,
5702,LV00,Gas CCGT present 1,Generation,Electricity Market,,Global Ambition,2040,1984,48.3,GA2040-1984,,,IoSN Lite,Electricity,
5703,SE03,Gas CCGT present 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,72.36,GA2040-1984,,,IoSN Lite,Electricity,
5704,SE03,Gas CCGT present 1,Generation,Electricity Market,,Global Ambition,2040,1984,61.63999999999999,GA2040-1984,,,IoSN Lite,Electricity,
5705,SK00,Gas CCGT present 1 Green,Generation,Electricity Market,,Global Ambition,2040,1984,48.6,GA2040-1984,,,IoSN Lite,Electricity,
5706,SK00,Gas CCGT present 1,Generation,Electricity Market,,Global Ambition,2040,1984,41.4,GA2040-1984,,,IoSN Lite,Electricity,
5707,AT00,Gas CCGT present 2 Green,Generation,Electricity Market,,Global Ambition,2040,1984,271.62,GA2040-1984,,,IoSN Lite,Electricity,
5708,AT00,Gas CCGT present 2,Generation,Electricity Market,,Global Ambition,2040,1984,231.38,GA2040-1984,,,IoSN Lite,Electricity,
5709,BE00,Gas CCGT present 2 Green,Generation,Electricity Market,,Global Ambition,2040,1984,677.1600000000001,GA2040-1984,,,IoSN Lite,Electricity,
5710,BE00,Gas CCGT present 2,Generation,Electricity Market,,Global Ambition,2040,1984,576.8399999999999,GA2040-1984,,,IoSN Lite,Electricity,
5711,BG00,Gas CCGT present 2 Green,Generation,Electricity Market,,Global Ambition,2040,1984,179.28,GA2040-1984,,,IoSN Lite,Electricity,
5712,BG00,Gas CCGT present 2,Generation,Electricity Market,,Global Ambition,2040,1984,152.72,GA2040-1984,,,IoSN Lite,Electricity,
5713,CZ00,Gas CCGT present 2 Green,Generation,Electricity Market,,Global Ambition,2040,1984,220.32,GA2040-1984,,,IoSN Lite,Electricity,
5714,CZ00,Gas CCGT present 2,Generation,Electricity Market,,Global Ambition,2040,1984,187.68,GA2040-1984,,,IoSN Lite,Electricity,
5715,FR00,Gas CCGT present 2 Green,Generation,Electricity Market,,Global Ambition,2040,1984,752.22,GA2040-1984,,,IoSN Lite,Electricity,
5716,FR00,Gas CCGT present 2,Generation,Electricity Market,,Global Ambition,2040,1984,640.78,GA2040-1984,,,IoSN Lite,Electricity,
5717,GR00,Gas CCGT present 2 Green,Generation,Electricity Market,,Global Ambition,2040,1984,917.46,GA2040-1984,,,IoSN Lite,Electricity,
5718,GR00,Gas CCGT present 2,Generation,Electricity Market,,Global Ambition,2040,1984,781.54,GA2040-1984,,,IoSN Lite,Electricity,
5719,HR00,Gas CCGT present 2 Green,Generation,Electricity Market,,Global Ambition,2040,1984,5.94,GA2040-1984,,,IoSN Lite,Electricity,
5720,HR00,Gas CCGT present 2,Generation,Electricity Market,,Global Ambition,2040,1984,5.06,GA2040-1984,,,IoSN Lite,Electricity,
5721,IE00,Gas CCGT present 2 Green,Generation,Electricity Market,,Global Ambition,2040,1984,2190.24,GA2040-1984,,,IoSN Lite,Electricity,
