Timestep,Real trade demand focus country
594,3823.4855597013902
595,2640.499843728369
596,3678.5474291364426
597,3300.0
598,3300.0
599,3300.0
600,3300.0
601,2074.539832724921
602,190.70794224754445
603,-143.66053003538173
604,-103.89806225639495
605,-893.6967543233204
606,-12.005553286937356
607,34.84172312504779
608,-1851.2074779407444
609,-2908.004489163791
610,-3535.659406971671
611,-3502.655023774145
612,-3616.9570570458586
613,-2686.6372323825526
614,1583.513455547412
615,3300.0
616,3300.0
617,1900.0
618,1705.7318166846812
619,2046.1931611633813
620,1100.0
621,1700.0
622,3022.2322471100865
623,3300.0
624,2809.401621955629
625,3300.0
626,2334.3899223644007
627,2785.283701770814
628,3300.0
629,3300.0
630,3300.0
631,2883.509632196982
632,3798.7746039419544
633,3832.862492336541
634,3146.634482459146
635,2718.090359660677
636,1000.0
637,1400.0
638,2100.0
639,1667.6481228496236
640,3139.222548250773
641,4150.540857626083
642,4205.05290494396
643,2885.8647579978892
644,1996.8880817074532
645,900.0
646,1400.0
647,1900.0
648,2300.0
649,2500.0
650,2900.0
651,3300.0
652,3300.0
653,3300.0
654,3300.0
655,3799.0181169309553
656,4227.939127478029
657,4562.534490851107
658,4576.75112247279
659,4798.827380486916
660,4768.805595484205
661,4703.80319470766
662,4995.199793598542
663,5701.524885748279
664,6536.374947956578
665,7583.19987017297
666,7700.0
667,7700.0
668,7600.0
669,7305.046323041398
670,7188.940774890019
671,6824.365570640841
672,5787.0925627927245
673,5734.873946042708
674,4782.6297755157475
675,4940.340779306768
676,4520.870372995392
677,4819.195335835071
678,4703.832280524697
679,5392.897617215376
680,4439.062811262884
681,4638.618985624467
682,5072.656150452022
683,4506.393239833878
684,4757.0219183754325
685,4747.694563260144
686,5164.388017568281
687,4461.650488114899
688,5120.840069048038
689,5470.555318634084
690,3689.7810726809716
691,2594.1480283234605
692,1329.868934760666
693,3300.0
694,3300.0
695,4743.46028870553
696,4403.870328383061
697,4067.3007146457267
698,3300.0
699,3300.0
700,3300.0
701,4273.090522391469
702,5311.9308580315665
703,5964.1446178406795
704,6039.374384964262
705,4710.590024306556
706,2540.147328249419
707,770.9735139214217
708,-818.4936282107083
709,600.0
710,1500.0
711,1400.0
712,2570.391533665516
713,4757.864879901317
714,5027.163090494586
715,2594.304434578928
716,408.44545691315216
717,1000.0
718,925.6650233431978
719,-388.18188888737495
720,824.1766256755282
721,1094.3223643568294
722,1525.4961817290518
723,2164.3194652162256
724,1737.7012949459622
725,2169.1205165089186
726,279.8401637216457
727,1202.5742416502535
728,1395.002512938664
729,-978.7215396182296
730,-1000.0
731,-2049.209455532675
732,-2634.364012425951
733,-4079.461893458829
734,-4448.432879064543
735,-3024.145928857452
736,-649.1308050297066
737,-1500.0
738,-900.0
739,-900.0
740,-609.8299688061106
741,-1422.3129354517323
742,-734.8603672638283
743,-477.3611969675612
744,-1729.709569007602
745,-2005.7188243123355
746,-2657.5613643070255
747,-2140.8378241062746
748,-3336.750347342284
749,-4128.283828600944
750,-2397.406026227278
751,-1749.1118626261323
752,-1774.4170383192504
753,-3312.3630216931447
754,-5260.0880323604115
755,-6890.622064662483
756,-7100.0
757,-7100.0
758,-7100.0
759,-7100.0
760,-6489.775638210164
761,-5343.357961292715
762,-5858.68762541793
763,-6561.243220351846
764,-7100.0
765,-7100.0
766,-7100.0
767,-6921.610098376348
768,-7100.0
769,-6766.628866741285
770,-6680.459918466511
771,-6381.16630469403
772,-6010.4568751882325
773,-5545.0694483978095
774,-4235.917090400162
775,-2633.7604726890477
776,-3825.3576473078174
777,-5324.172208971535
778,-6056.199754837069
779,-5837.591253156842
780,-5840.877334083889
781,-4598.215782836236
782,-2602.508161808718
783,-1320.2665645058678
784,512.7503885861856
785,900.0
786,-517.477748428596
787,-127.67544650897526
788,-1476.0724878250203
789,200.0
790,976.5420129854756
791,2173.24916894549
792,3220.4457734367406
793,3873.1931881639266
794,3507.0659012002125
795,3644.5089678031395
796,4159.895421168496
797,4483.145816493014
798,5116.927283637266
799,6091.314617005983
800,6712.724914794515
801,5507.639279389572
802,4297.637854642633
803,3585.133444779154
804,2829.8937421557503
805,3350.609968771033
806,4572.27156456661
807,5225.625143291236
808,4300.0
809,3000.0
810,3300.0
811,3200.0
812,2413.579867844749
813,454.1234198665029
814,1456.3076144525571
815,2345.4928752610153
816,4244.9395975763855
817,4156.757801269797
818,4354.002497925647
819,4382.781625072739
820,4907.480749793737
821,5163.98005798534
822,5380.854489416276
823,5800.993722674553
824,6060.7866528099985
825,4760.8757133884355
826,3465.0668883349936
827,2835.3280160651348
828,2022.1385556702644
829,1600.0
830,1940.5834089313985
831,3946.3500045463616
832,4100.0
833,2838.999535866911
834,3444.473061858923
835,3445.445638919162
836,3024.167958793071
837,3700.0
838,4600.0
839,6100.0
840,4710.375795366775
841,2871.3425737979937
842,1300.0
843,2400.0
844,2400.0
845,2400.0
846,1234.7620928798287
847,2413.2196101565237
848,1215.10008765968
849,734.3228655899418
850,1561.9017249967856
851,2492.8663168692156
852,3335.8803627396246
853,2612.532887752718
854,2729.475494731925
855,2959.1202089485846
856,2500.0
857,2641.4135981452546
858,2200.299423266889
859,1853.0644159907906
860,828.6992627342606
861,3100.0
862,2400.0
863,2600.0
864,4300.0
865,3965.6656776461673
866,2527.516578001977
867,1581.3164284763448
868,1377.3474889416993
869,2199.791050756851
870,1900.0
871,-300.0
872,-300.0
873,-300.0
874,-333.1970379004938
875,-272.74517261970595
876,-470.9522403752071
877,1082.5719441385627
878,2475.2144503879244
879,3713.0602205674345
880,4200.0
881,3376.776658196468
882,1000.0
883,1000.0
884,2400.912849628853
885,2345.210357593043
886,2746.1885681594467
887,4400.0
888,5400.0
889,5800.0
890,6700.0
891,6700.0
892,6700.0
893,6600.0
894,3037.024135277863
895,3592.3886188203496
896,3094.313877933787
897,566.1202773417626
898,2300.0
899,2155.398497532531
900,1424.6253279334278
901,-24.155582826297177
902,73.86213357962333
903,623.4640989803765
904,1560.3300557976836
905,1900.0
906,-2300.0
907,-1086.8185167471383
908,-3300.0
909,-3300.0
910,-2600.0
911,-1820.8611494957331
912,-2537.846763530857
913,-4033.893782826044
914,-4854.097981050517
915,-4834.807139997671
916,-5201.6630376550365
917,-5407.1570921728335
918,-4075.991087565404
919,-4500.0
920,-4519.468021980363
921,-4100.0
922,-3300.0
923,-4067.77641045121
924,-4964.235176194881
925,-5033.902641997132
926,-4650.920173992249
927,-3300.0
928,-3300.0
929,-1746.6658750023632
930,-4600.0
931,-3000.0
932,-2461.440254737233
933,-1715.824318489752
934,-7.130854632800947
935,1202.6176777069359
936,3170.073739793323
937,4231.335045518236
938,4384.900980913464
939,4344.359757477734
940,4629.602624633897
941,5253.861702343946
942,3400.0
943,1936.7797049970095
944,2190.0522862859625
945,3400.0
946,4900.0
947,4914.959346902749
948,4440.9193989395835
949,4530.747850803643
950,5985.533664336489
951,7700.0
952,7500.0
953,4360.83660154317
954,3969.3204491663573
955,2607.0360495872183
956,2800.0
957,5027.461310438479
958,5063.053139198618
959,4859.888947958047
960,4219.566292972948
961,2842.4073458922885
962,689.3278797544385
963,870.3934764874034
964,2553.4965845382085
965,3113.544509825062
966,3155.997710848275
967,3303.1330981732312
968,3615.7083073280473
969,2250.678865268236
970,1699.4814524042968
971,1605.3399438809365
972,840.2585095619261
973,519.8121285636216
974,1222.6606544851238
975,2548.3272996065116
976,4041.6282586128577
977,4800.0
978,3600.0
979,3710.8663294742664
980,2229.4138597096007
981,705.8501050621344
982,1637.6346300354526
983,2426.292481395087
984,3597.4521356316645
985,3594.537664501276
986,3689.9723068716944
987,3565.1985446989333
988,3705.689901921728
989,3550.822647154799
990,3487.6979422137915
991,3847.731306593852
992,3689.589602532249
993,2014.0460625271494
994,901.6763334806055
995,386.54858829056684
996,-562.2504041602133
997,700.0
998,2000.0
999,1780.5755421592312
1000,4078.366851969414
1001,3300.0
1002,2500.0
1003,2000.0
1004,2400.0
1005,3500.0
1006,4300.0
1007,5300.0
1008,6200.0
1009,6700.0
1010,6700.0
1011,6700.0
1012,7640.86872344359
1013,7700.0
1014,3400.0
1015,3933.4625165241505
1016,3541.8385466365007
1017,3300.0
1018,4400.0
1019,4070.4904586246766
1020,3463.4101561022535
1021,3750.0310224975083
1022,4952.3741910730805
1023,4300.0
1024,3200.0
1025,4123.405974059532
1026,3400.0
1027,2315.5680608449293
1028,933.0392654489788
1029,3800.0
1030,3900.0
1031,5000.0
1032,6600.0
1033,6221.462370158948
1034,5649.24143988155
1035,5298.279883561799
1036,5212.68711637562
1037,5849.995415986607
1038,4700.0
1039,1280.8075636507674
1040,938.5866365850152
1041,600.0
1042,2800.0
1043,3000.0
1044,4013.057519813561
1045,3850.0094576387755
1046,3667.5000528484734
1047,3419.8219553546724
1048,3173.141294087943
1049,3835.80660191071
1050,3700.0
1051,1595.2329897381542
1052,-1100.0
1053,-500.0
1054,-900.0
1055,-800.0
1056,-1468.228205215527
1057,-3484.683383610637
1058,-4742.528346591256
1059,-5172.664734786623
1060,-5023.982116879525
1061,-4381.78230545291
1062,-2865.128991865914
1063,-1440.4057726852025
1064,-1403.416955551337
1065,-3183.4325169147646
1066,-4105.858756024115
1067,-3289.310336707572
1068,-766.4018087984587
1069,-680.0772772690411
1070,-734.6595528645894
1071,844.6455029437614
1072,1787.7132695987661
1073,-600.0
1074,-900.0
1075,-900.0
1076,-2435.5035920538958
1077,-3282.303219181178
1078,-3722.802049506279
1079,-4422.499261712972
1080,-5599.04037108919
1081,-6800.0
1082,-3700.0
1083,-3700.0
1084,-3700.0
1085,-3700.0
1086,-3700.0
1087,-3700.0
1088,-3700.0
1089,-4800.0
1090,-3700.0
1091,-3700.0
1092,-3700.0
1093,-3700.0
1094,-3700.0
1095,-6600.0
1096,-7100.0
1097,-7100.0
1098,-7100.0
1099,-7100.0
1100,-7100.0
1101,-6238.595983169762
1102,-4459.0022151399735
1103,-2978.631280689763
1104,-1081.3176901873712
1105,939.2406726120635
1106,2324.055987812246
1107,2845.0154189291834
1108,3655.680393691467
1109,3500.0
1110,2300.0
1111,3854.5755214543624
1112,5335.767548031697
1113,6256.188638335821
1114,5557.001166029629
1115,4195.992501408073
1116,2751.3730448419715
1117,2829.4191369159444
1118,3615.3742934737675
1119,4000.9296039470887
1120,4400.825901162247
1121,4661.2895664780035
1122,3358.974750175314
1123,1700.0
1124,899.8497787175957
1125,284.3374024871182
1126,1066.6285404558184
1127,1094.8203484442074
1128,-63.80489756198767
1129,-432.5232709817524
1130,-1145.0701076960245
1131,-1151.9824231886041
1132,437.17650536842484
1133,633.9845975950716
1134,601.5015539948536
1135,800.6027637450361
1136,1791.3110543816006
1137,1618.3722988863688
1138,1103.0326911573459
1139,1222.387821398655
1140,1011.0445073142696
1141,1883.844575132539
1142,3534.7525088288435
1143,4488.632759512423
1144,4664.9154149225105
1145,4500.0
1146,3900.0
1147,1400.0
1148,900.0
1149,-971.7817283064214
1150,-389.99595633759736
1151,-138.9513774178231
1152,-263.33883762281266
1153,-1632.8452276172839
1154,-2904.7426814502514
1155,-3850.3283102711503
1156,-3795.0165800416635
1157,-5268.818737067428
1158,-5496.0023482898305
1159,-5435.773859836845
1160,-5624.260347323561
1161,-6037.464475302763
1162,-6733.110664094707
1163,-7100.0
1164,-7100.0
1165,-7100.0
1166,-7100.0
1167,-7100.0
1168,-7100.0
1169,-7100.0
1170,-7100.0
1171,-7100.0
1172,-7100.0
1173,-7100.0
1174,-7100.0
1175,-7100.0
1176,-7100.0
1177,-4748.9399956507295
1178,-3830.6945008352523
1179,-3613.4871708068467
1180,-4315.763990330113
1181,-4059.441451345935
1182,-3213.8003930701725
1183,-2312.484332670467
1184,-1976.2231643255573
1185,-2351.703431550456
1186,-2589.6159940362268
1187,-1965.414424404195
1188,-641.0584315836886
1189,-1262.2054016111397
1190,-733.1168333764854
1191,-1685.0793243919024
1192,281.3857498266507
1193,3389.544777838177
1194,2800.0
1195,2300.0
1196,1537.219727297309
1197,1669.0181889995192
1198,3148.9635550203743
1199,4300.0
1200,4300.0
1201,4300.0
1202,3659.065110698533
1203,3781.0033511495276
1204,4089.716987338522
1205,4854.379462369781
1206,5744.900990730248
1207,6415.443619630805
1208,6081.271358754746
1209,4093.704479078987
1210,2217.1346133346597
1211,2900.0
1212,2023.00088309055
1213,1812.1808403679079
1214,1766.0547902477365
1215,1570.1877148100211
1216,2383.0752729679184
1217,3300.0
1218,1064.082311992481
1219,-900.0
1220,-1719.4164023819467
1221,-2744.000704594513
1222,-2594.847957828327
1223,-4005.303267291296
1224,-4673.513008982279
1225,-5477.208173608585
1226,-6083.701092156029
1227,-6227.868809066513
1228,-6173.532213194132
1229,-5239.759956286616
1230,-4348.829234581325
1231,-3282.0096950364555
1232,-2585.4980939486386
1233,-4026.235889887945
1234,-4446.830458049657
1235,-4313.472984608487
1236,-3980.9207369824708
1237,-4295.581396017928
1238,-4489.556772395927
1239,-3108.5155826227015
1240,-1268.9416033726493
1241,924.330873493224
1242,0.0
1243,-976.235346888875
1244,-2782.2007940233134
1245,-3601.977536891196
1246,-3394.080057019525
1247,-3350.134291512254
1248,-3953.7732727458515
1249,-4786.633276130467
1250,-5356.68657838273
1251,-4623.154251708006
1252,-5150.200618930975
1253,-5165.514838318341
1254,-4146.918132317568
1255,-3004.3364833735727
1256,-3498.0954005961794
1257,-4900.566599532628
1258,-4443.578435937029
1259,-5082.347691635724
1260,-6401.508437894343
1261,-6936.03385137678
1262,-6865.340410949947
1263,-6364.6006204114765
1264,-5933.1067308135525
1265,-5803.714219643959
1266,-6821.445339786502
1267,-7100.0
1268,-7100.0
1269,-7100.0
1270,-7100.0
1271,-7100.0
1272,-7100.0
1273,-3700.0
1274,-3700.0
1275,-3700.0
1276,-3700.0
1277,-3700.0
1278,-3700.0
1279,-2377.3430312397713
1280,-1347.72616421785
1281,-569.2152295865807
1282,952.2789835899518
1283,1542.5264744605956
1284,291.8362676646202
1285,-378.80303051444116
1286,-500.15178128217667
1287,-815.9299437280656
1288,197.10216280412124
1289,2082.988861959603
1290,1409.55659523012
1291,-624.1375432407458
1292,-2668.5074885262875
1293,-3595.971726085678
1294,-2958.1107900574634
1295,-3068.677869510072
1296,-3411.729006180545
1297,-4262.28928669793
1298,-4446.770572201897
1299,-4400.0
1300,-3700.0
1301,-3583.5885319497747
1302,-3422.4915511272166
1303,-2829.5062424353237
1304,-2416.0173275490974
1305,-3009.7741841281695
1306,-3700.0
1307,-3700.0
1308,-3700.0
1309,-3700.0
1310,-3700.0
1311,-3700.0
1312,-4300.0
1313,-2399.380209401633
1314,-1000.5962819873673
1315,-664.9109244961219
1316,237.18956853041436
1317,128.96284099389595
1318,1133.3143163553264
1319,1849.2604493343752
1320,4659.675846827691
1321,4306.554938660022
1322,3805.416526287393
1323,4012.8646273073978
1324,5371.580484000033
1325,5759.73768463594
1326,5971.994264856949
1327,7096.623129366343
1328,7644.034301464722
1329,7049.89934020121
1330,4428.497866334038
1331,2698.3044042345746
1332,1015.4974297337394
1333,-846.1905234251526
1334,-2130.9101660443657
1335,-727.2034736204996
1336,1641.5498380173426
1337,4300.0
1338,4300.0
1339,4300.0
1340,4166.353306911213
1341,3926.286079665697
1342,4300.0
1343,4300.0
1344,3954.7027566238285
1345,4157.487613808293
1346,3654.063003936912
1347,4292.245145337374
1348,4300.0
1349,4300.0
1350,4300.0
1351,5131.230660404117
1352,4304.386239090691
1353,2557.0714020053465
1354,1788.1123514671708
1355,1191.9906045139514
1356,900.0
1357,900.0
1358,964.8319547676701
1359,1649.5401468595492
1360,3647.4496621011363
1361,5000.0
1362,3000.0
1363,2500.0
1364,3000.0
1365,4000.0
1366,4488.95848261574
1367,5364.5017802783095
1368,4942.837512568753
1369,3991.2572710601753
1370,2800.0
1371,3247.464989098953
1372,1615.0471069604405
1373,1857.2321734890606
1374,2720.7401108220865
1375,1700.0
1376,1583.3465784329028
1377,-860.3504752067256
1378,-1426.197154511492
1379,-1003.3020685574538
1380,-1600.648806868553
1381,-16.274798730295515
1382,787.064104803927
1383,1440.3610184899721
1384,2301.1272073093523
1385,1900.0
1386,1600.0
1387,1500.0
1388,374.5012718698158
1389,758.8162561923632
1390,2431.267573351038
1391,1110.1571315988408
1392,-271.26016355404226
1393,-1087.8967368313383
1394,-1699.1002524054911
1395,-1356.6457714541384
1396,-836.0510177133829
1397,464.74091800173255
1398,2122.580650742785
1399,4106.905786744979
1400,5300.0
1401,4990.746571549205
1402,4005.8321513116607
1403,3587.3547264004546
1404,3462.49336413717
1405,1488.9393302484432
1406,1531.3492483289838
1407,4300.0
1408,4399.112797347152
1409,6654.067415224301
1410,6977.674085524591
1411,6491.640408943304
1412,5195.586799550213
1413,3713.4447757611615
1414,4300.0
1415,4300.0
1416,4300.0
